,pob_x,pob_y,pob_x_best,pob_y_best
0,[1.4688e+00 1.8968e+01 2.2376e+00 ... 3.5200e-02 3.2400e-02 1.5900e-02],941.4583205168492,[1.4688e+00 1.8968e+01 2.2376e+00 ... 3.5200e-02 3.2400e-02 1.5900e-02],941.4583205168492
1,"[5.0973997e+00 1.9763601e+01 4.3529000e+00 ... 3.6100000e-02 3.4299999e-02
 1.6400000e-02]",944.7404353786139,[1.4688e+00 1.8968e+01 2.2376e+00 ... 3.5200e-02 3.2400e-02 1.5900e-02],941.4583205168492
2,[11.071199 15.368201 12.0538   ...  0.033     0.0284    0.0231  ],975.4975486230238,[1.4688e+00 1.8968e+01 2.2376e+00 ... 3.5200e-02 3.2400e-02 1.5900e-02],941.4583205168492
3,"[2.002320e+01 6.492101e+00 2.405340e+01 ... 2.680000e-02 1.540000e-02
 3.550000e-02]",818.4316211081739,"[2.002320e+01 6.492101e+00 2.405340e+01 ... 2.680000e-02 1.540000e-02
 3.550000e-02]",818.4316211081739
4,"[2.78203e+01 1.00000e-03 3.00000e+01 ... 2.79000e-02 5.00000e-03
 4.36000e-02]",791.2220017317089,"[2.78203e+01 1.00000e-03 3.00000e+01 ... 2.79000e-02 5.00000e-03
 4.36000e-02]",791.2220017317089
5,[3.00e+01 1.00e-03 3.00e+01 ... 3.24e-02 5.00e-03 4.74e-02],718.7016449343813,[3.00e+01 1.00e-03 3.00e+01 ... 3.24e-02 5.00e-03 4.74e-02],718.7016449343813
6,[3.00e+01 1.00e-03 3.00e+01 ... 3.64e-02 5.00e-03 5.00e-02],5702040.772492452,[3.00e+01 1.00e-03 3.00e+01 ... 3.24e-02 5.00e-03 4.74e-02],718.7016449343813
7,"[2.9921301e+01 3.0469000e+00 2.6012100e+01 ... 4.5900002e-02 4.9999999e-03
 3.4700003e-02]",685.8852819752003,"[2.9921301e+01 3.0469000e+00 2.6012100e+01 ... 4.5900002e-02 4.9999999e-03
 3.4700003e-02]",685.8852819752003
8,"[2.7524601e+01 8.7980003e+00 1.8278400e+01 ... 5.0000001e-02 4.9999999e-03
 1.6700003e-02]",645.1929671613992,"[2.7524601e+01 8.7980003e+00 1.8278400e+01 ... 5.0000001e-02 4.9999999e-03
 1.6700003e-02]",645.1929671613992
9,"[2.7290201e+01 1.5766601e+01 1.4216400e+01 ... 5.0000001e-02 4.9999999e-03
 5.8000032e-03]",631.802039298303,"[2.7290201e+01 1.5766601e+01 1.4216400e+01 ... 5.0000001e-02 4.9999999e-03
 5.8000032e-03]",631.802039298303
10,"[2.8649702e+01 2.0316101e+01 1.3884200e+01 ... 5.0000001e-02 4.9999999e-03
 4.9999999e-03]",599.7455290539308,"[2.8649702e+01 2.0316101e+01 1.3884200e+01 ... 5.0000001e-02 4.9999999e-03
 4.9999999e-03]",599.7455290539308
11,"[3.0000000e+01 2.3594501e+01 1.2100300e+01 ... 5.0000001e-02 4.9999999e-03
 4.9999999e-03]",560.6463434820004,"[3.0000000e+01 2.3594501e+01 1.2100300e+01 ... 5.0000001e-02 4.9999999e-03
 4.9999999e-03]",560.6463434820004
12,"[3.000000e+01 2.374340e+01 8.471499e+00 ... 5.000000e-02 5.000000e-03
 9.900000e-03]",578.2242845308942,"[3.0000000e+01 2.3594501e+01 1.2100300e+01 ... 5.0000001e-02 4.9999999e-03
 4.9999999e-03]",560.6463434820004
13,"[3.0000000e+01 1.9118900e+01 6.3836994e+00 ... 5.0000001e-02 4.9999999e-03
 1.5400000e-02]",571.8989205499411,"[3.0000000e+01 2.3594501e+01 1.2100300e+01 ... 5.0000001e-02 4.9999999e-03
 4.9999999e-03]",560.6463434820004
