,pob_x,pob_y,pob_x_best,pob_y_best
0,"[1.12140e+01 1.68106e+01 1.69166e+01 ... 3.19000e-02 7.80000e-03
 2.19000e-02]",667871708.7818419,"[1.12140e+01 1.68106e+01 1.69166e+01 ... 3.19000e-02 7.80000e-03
 2.19000e-02]",667871708.7818419
1,"[1.1744400e+01 1.6043800e+01 1.7436699e+01 ... 3.1500001e-02 8.3999997e-03
 2.2900000e-02]",2484725.647399631,"[1.1744400e+01 1.6043800e+01 1.7436699e+01 ... 3.1500001e-02 8.3999997e-03
 2.2900000e-02]",2484725.647399631
2,"[1.2662500e+01 1.4716500e+01 1.8336998e+01 ... 3.0800000e-02 9.3999999e-03
 2.4600001e-02]",12847483.708273625,"[1.1744400e+01 1.6043800e+01 1.7436699e+01 ... 3.1500001e-02 8.3999997e-03
 2.2900000e-02]",2484725.647399631
3,"[1.6294001e+01 9.5344000e+00 2.1822498e+01 ... 2.8300000e-02 1.3200000e-02
 3.1100001e-02]",864.3640304422667,"[1.6294001e+01 9.5344000e+00 2.1822498e+01 ... 2.8300000e-02 1.3200000e-02
 3.1100001e-02]",864.3640304422667
4,"[2.2105200e+01 3.5258999e+00 2.4873098e+01 ... 3.1300001e-02 1.0500000e-02
 3.7300002e-02]",779.207151208353,"[2.2105200e+01 3.5258999e+00 2.4873098e+01 ... 3.1300001e-02 1.0500000e-02
 3.7300002e-02]",779.207151208353
5,"[2.6781300e+01 6.7479986e-01 2.5132898e+01 ... 3.9799999e-02 5.2999998e-03
 3.8600001e-02]",764.8173643962641,"[2.6781300e+01 6.7479986e-01 2.5132898e+01 ... 3.9799999e-02 5.2999998e-03
 3.8600001e-02]",764.8173643962641
6,"[2.9559399e+01 7.6649988e-01 2.3311699e+01 ... 5.0000001e-02 4.9999999e-03
 3.6100000e-02]",39121201.28202869,"[2.6781300e+01 6.7479986e-01 2.5132898e+01 ... 3.9799999e-02 5.2999998e-03
 3.8600001e-02]",764.8173643962641
7,"[3.0000000e+01 3.3587999e+00 2.3550098e+01 ... 5.0000001e-02 4.9999999e-03
 3.5999998e-02]",675.003857494671,"[3.0000000e+01 3.3587999e+00 2.3550098e+01 ... 5.0000001e-02 4.9999999e-03
 3.5999998e-02]",675.003857494671
8,"[3.0000000e+01 5.8125000e+00 2.3780598e+01 ... 5.0000001e-02 4.9999999e-03
 3.5799999e-02]",635.6956291094311,"[3.0000000e+01 5.8125000e+00 2.3780598e+01 ... 5.0000001e-02 4.9999999e-03
 3.5799999e-02]",635.6956291094311
9,"[3.0000000e+01 1.0261200e+01 2.3202097e+01 ... 5.0000001e-02 4.9999999e-03
 3.0399999e-02]",603.3346560997103,"[3.0000000e+01 1.0261200e+01 2.3202097e+01 ... 5.0000001e-02 4.9999999e-03
 3.0399999e-02]",603.3346560997103
