,pob_x,pob_y,pob_x_best,pob_y_best
0,"[1.82000e+01 6.71070e+00 2.37666e+01 ... 2.65000e-02 1.58000e-02
 3.48000e-02]",824.1195440721907,"[1.82000e+01 6.71070e+00 2.37666e+01 ... 2.65000e-02 1.58000e-02
 3.48000e-02]",824.1195440721907
1,"[1.82000e+01 6.71070e+00 2.37666e+01 ... 2.65000e-02 1.58000e-02
 3.48000e-02]",59460025.62610067,"[1.82000e+01 6.71070e+00 2.37666e+01 ... 2.65000e-02 1.58000e-02
 3.48000e-02]",824.1195440721907
2,"[1.82000e+01 6.71070e+00 2.37666e+01 ... 2.65000e-02 1.58000e-02
 3.48000e-02]",384052.4626788673,"[1.82000e+01 6.71070e+00 2.37666e+01 ... 2.65000e-02 1.58000e-02
 3.48000e-02]",824.1195440721907
3,"[1.82254e+01 6.72600e+00 2.37339e+01 ... 2.67000e-02 1.56000e-02
 3.48000e-02]",798.2556736050309,"[1.82254e+01 6.72600e+00 2.37339e+01 ... 2.67000e-02 1.56000e-02
 3.48000e-02]",798.2556736050309
4,"[1.9131300e+01 7.2728000e+00 2.2568300e+01 ... 3.1799998e-02 9.3999999e-03
 3.3000000e-02]",805.2501041999132,"[1.82254e+01 6.72600e+00 2.37339e+01 ... 2.67000e-02 1.56000e-02
 3.48000e-02]",798.2556736050309
5,"[2.0204800e+01 7.9207001e+00 2.1187000e+01 ... 3.7699997e-02 5.3999997e-03
 3.0800000e-02]",760.3092144066429,"[2.0204800e+01 7.9207001e+00 2.1187000e+01 ... 3.7699997e-02 5.3999997e-03
 3.0800000e-02]",760.3092144066429
6,"[2.2017399e+01 9.0146999e+00 1.8854700e+01 ... 4.7599997e-02 4.9999999e-03
 2.7100001e-02]",725.3007026817812,"[2.2017399e+01 9.0146999e+00 1.8854700e+01 ... 4.7599997e-02 4.9999999e-03
 2.7100001e-02]",725.3007026817812
7,"[2.4097898e+01 1.0270500e+01 1.6177601e+01 ... 5.0000001e-02 4.9999999e-03
 2.2900000e-02]",670.4809929247639,"[2.4097898e+01 1.0270500e+01 1.6177601e+01 ... 5.0000001e-02 4.9999999e-03
 2.2900000e-02]",670.4809929247639
8,"[2.6319599e+01 1.1611200e+01 1.3315801e+01 ... 5.0000001e-02 4.9999999e-03
 1.8700000e-02]",630.1106677588887,"[2.6319599e+01 1.1611200e+01 1.3315801e+01 ... 5.0000001e-02 4.9999999e-03
 1.8700000e-02]",630.1106677588887
9,"[3.0000000e+01 1.3369801e+01 1.8014400e+01 ... 5.0000001e-02 4.9999999e-03
 1.7999999e-02]",571.0893259162797,"[3.0000000e+01 1.3369801e+01 1.8014400e+01 ... 5.0000001e-02 4.9999999e-03
 1.7999999e-02]",571.0893259162797
10,"[3.0000000e+01 1.5947801e+01 1.7394400e+01 ... 5.0000001e-02 4.9999999e-03
 1.7399998e-02]",564.3728353654666,"[3.0000000e+01 1.5947801e+01 1.7394400e+01 ... 5.0000001e-02 4.9999999e-03
 1.7399998e-02]",564.3728353654666
11,"[3.0000000e+01 1.8758101e+01 1.2185599e+01 ... 5.0000001e-02 4.9999999e-03
 1.6899999e-02]",590.8324969928412,"[3.0000000e+01 1.5947801e+01 1.7394400e+01 ... 5.0000001e-02 4.9999999e-03
 1.7399998e-02]",564.3728353654666
