,y_L_E2_vm_2,y_L_E2_vm_3,y_L_E2_vm_4,y_L_E2_vm_5,y_L_E2_vm_6,y_L_E2_vm_7,y_L_E2_vm_8,y_L_E2_vm_9,y_L_E2_vm_10,y_L_E2_vm_11,y_L_E2_vm_12,y_L_E2_vm_13,y_L_E2_vm_14,y_L_E2_vm_15,y_L_E2_vm_16
46,6.311950887919794,6.3024958751477795,6.318998388860651,6.368619881510866,6.348296550324141,6.331180713911365,6.305227683385464,,6.318638985011748,6.321007859397085,6.356971728586635,6.319949346737557,6.312781249415484,6.318231457850926,6.372832537524188
47,6.308581299766642,6.301402848947233,6.320768123765891,6.315497418900474,6.360096374616219,6.311147030529013,6.318683470117509,,6.358562683674231,6.321043197460769,6.389745442790537,6.324029477319137,6.347174694642221,6.327303889000489,6.385382444656317
48,6.304545132237728,6.302356898038685,6.356917749570539,6.320290284339326,6.320467901398982,6.315239342255834,6.319763442144102,,6.337880699216569,6.3209701395235545,6.361170267381511,6.3688800535833785,6.300822320781427,6.349086165611955,6.362649941516094
49,6.360639442035426,6.336085413382367,6.320683787451863,6.337944414547173,6.386511081519205,6.325070221380016,6.361756474310713,,6.373100063421842,6.321230647695372,6.317245480739436,6.361343832516118,6.321276566083987,6.303470806662193,6.344330267348813
50,6.355341562309949,6.376324030418401,6.320034870364315,6.2990878663002805,6.32253695863027,6.354608788366931,6.358277453997972,,6.315863797727143,6.320358856635368,6.3175132938451,6.304093071095525,6.367537988162845,6.311683038899966,6.320750237642167
51,6.293712745709539,6.348892175835141,6.348385035456601,6.317494027744845,6.350495476824201,6.3144086512292255,6.351300332991465,,6.378337983580942,6.320941329513119,6.360549429863325,6.304122438523005,6.316479330303753,6.311233484902155,6.3208373361805625
52,6.3201495649748605,6.318430874225981,6.320570367811838,6.353085609975781,6.309452064954371,6.3459351426564155,6.429746873475707,,6.320319955652606,6.321181213258358,6.318083353512005,6.309772185159807,6.335893913505526,6.302388140106862,6.367256105997946
53,6.417276328582464,6.361544478234073,6.319964165518746,6.31869964073313,6.38046330208889,6.3337309460006175,6.3721473150481325,,6.36274566025066,6.320625827803795,6.366719800482615,6.391937896932986,6.277320350536298,6.359180001775564,6.320461359425398
54,6.32267989110626,6.307685594735813,6.3771482824830175,6.322383651859035,6.382381851740794,6.3706077531037595,6.341031308026636,,6.358361488179666,6.320781883103325,6.352544765610343,6.319199923512264,6.311827105797482,6.3152858252962165,6.32041651815939
55,6.3214181898861925,6.308209996680206,6.361047496945373,6.362580306090001,6.318570876336683,6.324634899793033,6.31582345699484,,6.31885967711394,6.3206353364655605,6.343729640924197,6.338033763671528,6.344393481429239,6.32881052295465,6.350545011665909
56,6.314828947541283,6.3079913122312306,6.319997929600924,6.316714481713244,6.33803819482547,6.361414431567127,6.353940415020778,,6.261537326746455,6.3206778477428,6.354955523812177,6.252750773634722,6.313130302820981,6.312569261808623,6.352895183409858
57,6.311402681520846,6.324347480777214,6.331559604631637,6.312773737691412,6.316890444391628,6.310008674424753,6.307463717239469,,6.315676581379364,6.34586791905491,6.310147425123085,6.283557787041222,6.330876419037269,6.321808497704058,6.315395187018356
58,6.331722166158509,6.309827966268676,6.311334719736876,6.309478575288649,6.320467927570139,6.3103290128598,6.335440085621661,,6.354549979488095,6.335809772635186,,6.3588931755447025,,6.290161575914911,
59,,6.3105831418360925,6.35319356121263,6.366358769335748,,,,,6.313245263774004,6.313574540119152,,6.3152884811006835,,6.30845237471603,
60,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,
