Key Assumptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scenario: Reference, Branch: Key Assumptions\MODFLOW\Simulaciones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Branch,Sim_A.P. Cabildo,Sim_A.P. El Trapiche,Sim_A.P. Ligua,Sim_A.P. Papudo y Zapallar,Sim_A.P. Placilla,Sim_A.P. Santa Marta,Sim_A.P. Valle Hermoso 1,Sim_A.P. Valle Hermoso 2,Sim_Agua Potable Hierro Viejo,Sim_Agua Potable La Canela,Sim_Agua Potable Longotoma,Sim_Agua Potable Pedegua,Sim_Agua Potable Polcura,Sim_Agua Potable Pullancon,Sim_Agua Potable San Manuel,Sim_Agua Potable Valle Los Olmos,Sim_Asentamiento Alicahue,Sim_Asentamiento Bartolillo,Sim_Asentamiento Los Tigres,Sim_Asentamiento Paihuen,Sim_Asentamiento Pililen,Sim_Asentamiento San Lorenzo,Sim_Asentamiento V. Aconcagua,Sim_Escuela Chalaco,Sim_Fundo El Molle,Sim_Fundo Montegrande,Sim_La Higuera,Sim_Los Olmos Chalaco,Sim_Parcela El Boldo,Sim_Parcela Luis Silva,Sim_Parcela Piwonka 1,Sim_Parcela Piwonka 2,Sim_Pozo Dren Cabildo,Sim_Reserva La Vega,Sim_Santa Julia,Sim_Sociedad Agricola Bellavista
1-Jan-79,198.61,59.01,55.325,17.468,22.987,132.3,69.763,69.763,397.76,158.03,15.271,273.07,593.5,107.36,15.66,702.6,674.11,465.68,37.682,566.65,447.99,277.4,416.68,730.1,347.64,158.99,97.131,696.45,179.35,721.44,123.54,109.31,217.73,310,319.67,524.64
8-Jan-79,201.03,60.1084,54.6192,18.2758,23.3621,134.255,71.6547,71.6547,403.709,157.835,18.0815,273.871,595.488,107.457,18.5109,702.555,676.356,465.588,40.0353,567.265,448.34,277.522,417.008,730.098,347.733,168.935,97.0932,696.578,182.479,721.492,123.46,110.691,236.587,310.023,323.36,525.469
15-Jan-79,202.261,60.9026,54.3518,18.4562,23.5483,135.678,71.8307,71.8307,405.381,157.771,18.8942,274.441,597.261,107.555,19.5047,702.534,678.726,465.532,40.8113,568.169,448.763,278.366,417.27,730.093,347.892,170.384,97.0643,696.636,183.844,721.527,123.57,111.898,238.058,310.185,325.223,526.324
22-Jan-79,203.124,61.4582,54.3491,18.4706,23.5965,136.575,71.8126,71.8126,405.186,157.749,18.9815,274.839,598.815,107.653,20.0406,702.525,680.744,465.5,41.2626,568.536,449.223,279.555,417.477,730.085,348.092,169.387,97.0411,696.661,184.128,721.551,123.844,112.92,236.123,310.38,326.449,527.172
29-Jan-79,203.788,61.8465,54.5243,18.4569,23.6178,137.092,71.8204,71.8204,404.375,157.746,18.8171,275.112,600.146,107.75,20.4398,702.523,682.288,465.486,41.5841,568.629,449.701,280.814,417.638,730.077,348.315,168.044,97.0234,696.671,183.95,721.567,124.129,113.778,233.866,310.579,327.332,527.994
5-Feb-79,204.317,62.1161,54.7958,18.4414,23.6175,137.355,71.8661,71.8661,403.426,157.75,18.5842,275.295,601.258,107.845,20.7585,702.525,683.385,465.485,41.819,568.617,450.182,281.996,417.762,730.069,348.549,166.852,97.0108,696.674,183.61,721.578,124.398,114.502,231.826,310.772,328,528.777
12-Feb-79,204.723,62.3037,55.128,18.4323,23.6234,137.452,71.9337,71.9337,402.588,157.755,18.3534,275.414,602.165,107.938,21.0397,702.529,684.106,465.499,41.9897,568.561,450.706,283.032,417.855,730.06,348.786,165.885,97.003,696.674,183.238,721.586,124.641,115.117,230.07,310.958,328.539,529.512
19-Feb-79,205.031,62.4321,55.5025,18.4267,23.617,137.44,72.0081,72.0081,401.827,157.76,18.1486,275.487,602.884,108.029,21.2704,702.534,684.529,465.527,42.1112,568.488,451.255,283.899,417.921,730.051,349.02,165.112,96.9996,696.672,182.882,721.594,124.859,115.643,228.573,311.157,328.983,530.192
26-Feb-79,205.266,62.5202,55.9011,18.4252,23.621,137.356,72.0804,72.0804,401.143,157.763,17.976,275.529,603.437,108.117,21.4769,702.539,684.725,465.567,42.196,568.409,451.673,284.598,417.967,730.043,349.25,164.487,97.0003,696.669,182.56,721.601,125.051,116.095,227.305,311.348,329.345,530.816
5-Mar-79,205.444,62.578,56.3153,18.4241,23.6135,137.227,72.145,72.145,400.537,157.765,17.8338,275.548,603.845,108.202,21.6414,702.543,684.753,465.62,42.2528,568.332,451.989,285.144,417.996,730.034,349.472,163.972,97.0046,696.667,182.276,721.608,125.222,116.487,226.256,311.524,329.643,531.382
12-Mar-79,205.577,62.6155,56.7285,18.4249,23.6166,137.07,72.1996,72.1996,400.006,157.765,17.7181,275.553,604.13,108.284,21.7893,702.548,684.658,465.687,42.289,568.259,452.226,285.553,418.011,730.026,349.686,163.548,97.0122,696.664,182.028,721.616,125.374,116.829,225.362,311.689,329.889,531.891
19-Mar-79,205.674,62.6366,57.1342,18.4239,23.6065,136.896,72.2428,72.2428,399.536,157.764,17.6245,275.547,604.312,108.363,21.8979,702.551,684.474,465.763,42.309,568.192,452.401,285.845,418.016,730.018,349.893,163.189,97.0227,696.661,181.812,721.625,125.509,117.128,224.605,311.846,330.093,532.344
26-Mar-79,205.745,62.6469,57.5978,18.4234,23.6062,136.716,72.2749,72.2749,399.13,157.763,17.5492,275.534,604.409,108.439,21.9895,702.554,684.229,465.847,42.317,568.129,452.527,286.038,418.012,730.009,350.09,162.886,97.036,696.658,181.625,721.635,125.628,117.39,223.953,311.995,330.263,532.743
2-Apr-79,205.794,62.6488,58.0715,18.4209,23.596,136.533,72.2962,72.2962,398.782,157.761,17.4887,275.518,604.445,108.511,22.0594,702.557,683.942,465.938,42.3158,568.072,452.614,286.146,418.001,730.001,350.28,162.621,97.0516,696.656,181.465,721.645,125.735,117.621,223.386,312.137,330.4,533.091
9-Apr-79,205.828,62.6454,58.4869,18.4197,23.6017,136.36,72.3081,72.3081,398.483,157.758,17.4404,275.498,604.43,108.581,22.1227,702.559,683.628,466.032,42.3078,568.022,452.67,286.184,417.986,729.993,350.461,162.391,97.0692,696.654,181.33,721.657,125.83,117.825,222.9,312.274,330.51,533.391
16-Apr-79,205.848,62.6368,58.8633,18.4156,23.5895,136.197,72.3108,72.3108,398.223,157.756,17.402,275.478,604.373,108.647,22.1641,702.56,683.297,466.13,42.2943,567.979,452.702,286.164,417.967,729.986,350.634,162.184,97.0887,696.651,181.213,721.669,125.914,118.006,222.474,312.406,330.595,533.647
23-Apr-79,205.859,62.6252,59.2099,18.4126,23.5939,136.037,72.306,72.306,397.998,157.753,17.3718,275.457,604.282,108.71,22.2013,702.561,682.957,466.23,42.2768,567.942,452.714,286.097,417.946,729.978,350.8,162.003,97.1098,696.649,181.113,721.682,125.989,118.166,222.108,312.532,330.656,533.861
