Streamflow Gauge Comparison
"Scenario: Reference, Streamflow Gauge: EF_L02_Embalse"
Cubic Meters per Second
Statistic,Modeled,Observed
"Jan 1 1979",1.65025,5.34182
"Jan 8 1979",1.51596,4.03303
"Jan 15 1979",1.42942,3.05256
"Jan 22 1979",1.36242,2.3161
"Jan 29 1979",1.30653,1.76208
"Feb 5 1979",1.2578,1.34533
"Feb 12 1979",1.21221,1.02852
"Feb 19 1979",1.17026,0.789327
"Feb 26 1979",1.13105,0.531696
"Mar 5 1979",1.09413,0.469472
"Mar 12 1979",1.05921,0.363832
"Mar 19 1979",1.02602,0.283064
"Mar 26 1979",0.994474,0.22112
"Apr 2 1979",0.967698,0.203415
"Apr 9 1979",0.938645,0.136707
"Apr 16 1979",0.909502,0.108472
"Apr 23 1979",0.884415,0.10964
"Apr 30 1979",0.873558,0.100525
"May 7 1979",0.841334,0.0617974
"May 14 1979",0.817079,0.055384
"May 21 1979",0.794893,0.0430213
"May 28 1979",0.771881,0.0335339
"Jun 4 1979",0.751187,0.0258752
"Jun 11 1979",0.731329,0.0219633
"Jun 18 1979",0.712254,0.0188601
"Jun 25 1979",0.693941,0.0219858
"Jul 2 1979",0.676305,0.0144737
"Jul 9 1979",0.659345,0.0128308
"Jul 16 1979",0.643048,0.0220008
"Jul 23 1979",0.63433,0.0728871
"Jul 30 1979",0.660306,0.0703647
"Aug 6 1979",1.32891,0.112116
"Aug 13 1979",0.689768,0.0444071
"Aug 20 1979",0.681405,0.0420919
"Aug 27 1979",0.695986,0.100087
"Sep 3 1979",0.710359,0.0708198
"Sep 10 1979",0.760985,0.0473363
"Sep 17 1979",0.681804,0.0233476
"Sep 24 1979",0.654184,0.0215121
"Oct 1 1979",0.606918,0.0244011
"Oct 8 1979",1.07553,0.0264843
"Oct 15 1979",2.2544,0.0278192
"Oct 22 1979",1.07649,0.0285442
"Oct 29 1979",0.882524,0.0288007
"Nov 5 1979",0.72487,0.0333942
"Nov 12 1979",0.602438,0.0744602
"Nov 19 1979",0.565654,0.0277789
"Nov 26 1979",0.53313,0.0271269
"Dec 3 1979",0.512205,0.0271236
"Dec 10 1979",0.513471,0.0592985
"Dec 17 1979",0.480451,0.0247858
"Dec 24 1979",0.407987,0.0238796
"Jan 1 1980",0.45379,0.0229754
"Jan 8 1980",0.442763,0.0221116
"Jan 15 1980",0.432642,0.0214646
"Jan 22 1980",0.423215,0.0204478
"Jan 29 1980",0.415484,0.019645
"Feb 5 1980",0.407076,0.0309266
"Feb 12 1980",0.39809,0.018105
"Feb 19 1980",0.391001,0.0334555
"Feb 26 1980",0.334932,0.0166651
"Mar 5 1980",0.375393,0.0159767
"Mar 12 1980",0.368275,0.0153693
"Mar 19 1980",0.361388,0.014792
"Mar 26 1980",0.354708,0.0142438
"Apr 2 1980",0.350701,0.200274
"Apr 9 1980",0.391417,0.162171
"Apr 16 1980",0.465003,0.140806
"Apr 23 1980",0.735353,0.145013
"Apr 30 1980",0.593268,0.0786292
"May 7 1980",0.453254,0.0914654
"May 14 1980",0.643883,0.0642989
"May 21 1980",0.511217,0.0560235
"May 28 1980",0.439668,0.11566
"Jun 4 1980",0.437321,0.108249
"Jun 11 1980",0.437047,0.12841
"Jun 18 1980",0.427563,0.143834
"Jun 25 1980",0.443811,0.12194
"Jul 2 1980",0.453959,0.131738
"Jul 9 1980",0.661848,0.167597
"Jul 16 1980",0.511409,0.326691
"Jul 23 1980",0.585291,0.129172
"Jul 30 1980",0.676672,0.186466
"Aug 6 1980",1.07395,0.227753
"Aug 13 1980",0.580992,0.266419
"Aug 20 1980",0.5287,0.321464
"Aug 27 1980",0.488678,0.31357
"Sep 3 1980",0.455257,0.304768
"Sep 10 1980",0.509373,0.380889
"Sep 17 1980",0.478652,0.47496
"Sep 24 1980",0.442262,0.512969
"Oct 1 1980",0.461569,0.747368
"Oct 8 1980",1.24721,0.478382
"Oct 15 1980",2.46813,0.487067
"Oct 22 1980",3.24067,0.483745
"Oct 29 1980",3.95355,0.46763
"Nov 5 1980",0.65872,0.456386
"Nov 12 1980",0.597946,0.424909
"Nov 19 1980",0.509124,0.402748
"Nov 26 1980",0.463896,0.381006
"Dec 3 1980",0.429512,0.360203
"Dec 10 1980",0.403734,0.340797
"Dec 17 1980",0.384699,0.323078
"Dec 24 1980",0.323233,0.305623
"Jan 1 1981",0.356313,0.289876
"Jan 8 1981",0.345643,0.276584
"Jan 15 1981",0.336737,0.264494
"Jan 22 1981",0.328703,0.253457
"Jan 29 1981",0.321429,0.243391
"Feb 5 1981",0.316828,0.254081
"Feb 12 1981",0.30967,0.225752
"Feb 19 1981",0.303228,0.218
"Feb 26 1981",0.29759,0.185689
"Mar 5 1981",0.292203,0.204249
"Mar 12 1981",0.28703,0.198098
"Mar 19 1981",0.282061,0.192437
"Mar 26 1981",0.277286,0.187115
"Apr 2 1981",0.272603,0.182183
"Apr 9 1981",0.268067,0.177535
"Apr 16 1981",0.263667,0.176651
"Apr 23 1981",0.260321,0.195314
"Apr 30 1981",0.256373,0.293489
"May 7 1981",0.269128,0.264311
"May 14 1981",0.296744,0.218589
"May 21 1981",0.328389,0.203833
"May 28 1981",0.335333,0.422959
"Jun 4 1981",0.384477,0.279378
"Jun 11 1981",0.351219,0.274915
"Jun 18 1981",0.341695,0.356708
"Jun 25 1981",0.385551,0.377675
"Jul 2 1981",0.33568,0.375108
"Jul 9 1981",0.33997,0.44368
"Jul 16 1981",0.377038,0.508742
"Jul 23 1981",0.382672,0.472076
"Jul 30 1981",0.329917,0.552536
"Aug 6 1981",0.354054,0.610992
"Aug 13 1981",0.3747,0.575611
"Aug 20 1981",0.320732,0.624876
"Aug 27 1981",0.314886,0.698369
"Sep 3 1981",0.381856,0.705004
"Sep 10 1981",0.370292,0.760124
"Sep 17 1981",0.323325,0.752616
"Sep 24 1981",0.612725,0.770671
