Streamflow Gauge Comparison
"Scenario: Reference, Streamflow Gauge: EF_L07_Confluencia"
Cubic Meters per Second
Statistic,Modeled,Observed
"Jan 1 1979",0.458803,0.346079
"Jan 8 1979",0.320692,0.0280887
"Jan 15 1979",0.256354,0.029009
"Jan 22 1979",0.262892,0.0296512
"Jan 29 1979",0.279925,0.0301371
"Feb 5 1979",0.298965,0.030509
"Feb 12 1979",0.313924,0.0307378
"Feb 19 1979",0.325721,0.0309709
"Feb 26 1979",0.33514,0.0272493
"Mar 5 1979",0.342685,0.0312783
"Mar 12 1979",0.348714,0.0313732
"Mar 19 1979",0.353565,0.0314509
"Mar 26 1979",0.357499,0.0315161
"Apr 2 1979",0.361575,0.0338147
"Apr 9 1979",0.364592,0.0316896
"Apr 16 1979",0.367122,0.0317375
"Apr 23 1979",0.37086,0.0552964
"Apr 30 1979",0.376448,0.0643285
"May 7 1979",0.374697,0.0616205
"May 14 1979",0.375465,0.0659738
"May 21 1979",0.376075,0.0664447
"May 28 1979",0.376571,0.0674623
"Jun 4 1979",0.376983,0.0680358
"Jun 11 1979",0.377277,0.0682718
"Jun 18 1979",0.37747,0.0683414
"Jun 25 1979",0.377572,0.0747119
"Jul 2 1979",0.377578,0.0767879
"Jul 9 1979",0.377516,0.0778097
"Jul 16 1979",0.377401,0.0836632
"Jul 23 1979",0.393231,0.23141
"Jul 30 1979",2.33987,2.04878
"Aug 6 1979",0.621981,1.30708
"Aug 13 1979",0.51322,0.838561
"Aug 20 1979",1.10177,0.647996
"Aug 27 1979",1.20528,0.89299
"Sep 3 1979",1.23885,1.18524
"Sep 10 1979",0.657119,1.19089
"Sep 17 1979",0.484905,0.824603
"Sep 24 1979",0.555485,0.616279
"Oct 1 1979",0.402482,0.524781
"Oct 8 1979",0.392182,0.463934
"Oct 15 1979",0.385068,0.42954
"Oct 22 1979",0.380979,0.407826
"Oct 29 1979",0.378464,0.39198
"Nov 5 1979",0.377374,0.378448
"Nov 12 1979",0.376073,0.386932
"Nov 19 1979",0.374704,0.378154
"Nov 26 1979",0.373756,0.373518
"Dec 3 1979",0.372939,0.366988
"Dec 10 1979",0.373084,0.371044
"Dec 17 1979",0.371799,0.358921
"Dec 24 1979",0.324603,0.352503
"Jan 1 1980",0.423052,0.34565
"Jan 8 1980",0.36944,0.338861
"Jan 15 1980",0.36886,0.331937
"Jan 22 1980",0.368067,0.325047
"Jan 29 1980",0.367463,0.318225
"Feb 5 1980",0.366731,0.311521
"Feb 12 1980",0.36594,0.305032
"Feb 19 1980",0.365261,0.299404
"Feb 26 1980",0.318933,0.292046
"Mar 5 1980",0.415628,0.28565
"Mar 12 1980",0.362776,0.279877
"Mar 19 1980",0.362127,0.274266
"Mar 26 1980",0.361384,0.268846
"Apr 2 1980",0.361985,0.31534
"Apr 9 1980",3.06919,6.25157
"Apr 16 1980",0.892773,3.46368
"Apr 23 1980",0.898874,3.02594
"Apr 30 1980",0.566562,1.75165
"May 7 1980",1.34416,1.23386
"May 14 1980",0.783089,0.97823
"May 21 1980",0.544106,0.802931
"May 28 1980",1.16149,0.671359
"Jun 4 1980",0.730968,0.700362
"Jun 11 1980",0.52429,0.740433
"Jun 18 1980",1.5152,0.865674
"Jun 25 1980",1.59826,1.58034
"Jul 2 1980",1.6058,1.55354
"Jul 9 1980",0.696889,1.35928
"Jul 16 1980",3.28967,4.4289
"Jul 23 1980",5.5782,7.13462
"Jul 30 1980",1.74765,4.89191
"Aug 6 1980",1.06684,3.09193
"Aug 13 1980",0.798891,1.81661
"Aug 20 1980",0.665956,1.21975
"Aug 27 1980",0.570144,0.894052
"Sep 3 1980",0.469873,0.704447
"Sep 10 1980",0.40793,0.601264
"Sep 17 1980",0.451126,0.548276
"Sep 24 1980",0.805459,1.17802
"Oct 1 1980",0.6905,2.969
"Oct 8 1980",0.466128,1.6114
"Oct 15 1980",0.385322,1.01627
"Oct 22 1980",0.376105,0.763667
"Oct 29 1980",0.370202,0.638673
"Nov 5 1980",0.375787,0.568692
"Nov 12 1980",0.366704,0.525547
"Nov 19 1980",0.364438,0.49689
"Nov 26 1980",0.363024,0.472805
"Dec 3 1980",0.362079,0.452196
"Dec 10 1980",0.361473,0.434081
"Dec 17 1980",0.361506,0.418228
"Dec 24 1980",0.315785,0.403266
"Jan 1 1981",0.411957,0.389605
"Jan 8 1981",0.360066,0.378027
"Jan 15 1981",0.35995,0.367358
"Jan 22 1981",0.359706,0.357461
"Jan 29 1981",0.359476,0.348167
"Feb 5 1981",0.359293,0.339432
"Feb 12 1981",0.359052,0.331108
"Feb 19 1981",0.358784,0.32333
"Feb 26 1981",0.358523,0.27641
"Mar 5 1981",0.358251,0.308824
"Mar 12 1981",0.357974,0.302141
"Mar 19 1981",0.357687,0.295695
"Mar 26 1981",0.357391,0.289569
"Apr 2 1981",0.357101,0.283739
"Apr 9 1981",0.356802,0.278112
"Apr 16 1981",0.356492,0.27271
"Apr 23 1981",0.35626,0.272906
"Apr 30 1981",0.366403,0.32651
"May 7 1981",0.556943,0.842447
"May 14 1981",0.375831,1.27483
"May 21 1981",0.371816,0.9787
"May 28 1981",2.5854,4.25339
"Jun 4 1981",0.676208,4.14169
"Jun 11 1981",0.597036,2.38957
"Jun 18 1981",1.25572,2.95381
"Jun 25 1981",0.596507,2.50479
"Jul 2 1981",1.20535,1.65377
"Jul 9 1981",1.57221,1.48103
"Jul 16 1981",0.634628,1.62614
"Jul 23 1981",0.563611,1.17478
"Jul 30 1981",1.6997,0.91131
"Aug 6 1981",1.23487,0.779543
"Aug 13 1981",0.575296,0.652325
"Aug 20 1981",0.502948,0.572116
"Aug 27 1981",0.774299,0.54664
"Sep 3 1981",0.531569,0.529687
"Sep 10 1981",0.490319,0.535077
"Sep 17 1981",0.381998,0.500198
"Sep 24 1981",0.372568,0.474289
"Oct 1 1981",0.367061,0.456021
"Oct 8 1981",0.363717,0.440987
"Oct 15 1981",0.360971,0.427804
"Oct 22 1981",0.359009,0.415367
"Oct 29 1981",0.357694,0.403795
"Nov 5 1981",0.357678,0.392926
"Nov 12 1981",0.356416,0.382588
"Nov 19 1981",0.35579,0.372961
"Nov 26 1981",0.355495,0.36393
"Dec 3 1981",0.355034,0.355195
"Dec 10 1981",0.354699,0.346922
"Dec 17 1981",0.354407,0.339044
"Dec 24 1981",0.309866,0.330962
"Jan 1 1982",0.404345,0.323222
"Jan 8 1982",0.353374,0.316364
"Jan 15 1982",0.353195,0.309751
"Jan 22 1982",0.352917,0.303389
"Jan 29 1982",0.352633,0.297282
"Feb 5 1982",0.352343,0.291393
"Feb 12 1982",0.352044,0.285767
"Feb 19 1982",0.351737,0.280304
"Feb 26 1982",0.351423,0.240664
"Mar 5 1982",0.351124,0.269997
"Mar 12 1982",0.350794,0.265125
"Mar 19 1982",0.355894,0.289044
"Mar 26 1982",0.351789,0.297668
"Apr 2 1982",0.350887,0.302475
"Apr 9 1982",0.350225,0.301262
"Apr 16 1982",0.349685,0.298794
"Apr 23 1982",0.349189,0.295595
"Apr 30 1982",0.34873,0.297586
"May 7 1982",2.55448,2.75247
"May 14 1982",1.50014,4.76574
"May 21 1982",0.669918,2.80822
"May 28 1982",0.613669,1.69916
"Jun 4 1982",1.66546,1.25118
"Jun 11 1982",10.9373,4.79671
"Jun 18 1982",14.0155,9.2063
"Jun 25 1982",23.9258,23.1686
"Jul 2 1982",5.02993,10.8224
"Jul 9 1982",6.77609,6.53771
"Jul 16 1982",15.3615,18.8329
"Jul 23 1982",5.30299,9.25315
"Jul 30 1982",2.30638,5.39554
"Aug 6 1982",8.02307,4.1318
"Aug 13 1982",4.96477,10.7586
"Aug 20 1982",6.52834,4.92202
"Aug 27 1982",1.63276,2.90904
"Sep 3 1982",1.41357,1.69636
"Sep 10 1982",1.9681,1.17511
"Sep 17 1982",2.0703,0.9264
"Sep 24 1982",2.41542,0.776617
"Oct 1 1982",0.964327,0.678776
"Oct 8 1982",0.744957,0.601882
"Oct 15 1982",0.84295,0.560391
"Oct 22 1982",0.653353,0.523161
"Oct 29 1982",0.504072,0.498256
"Nov 5 1982",0.435059,0.478425
"Nov 12 1982",0.426522,0.460742
"Nov 19 1982",0.421365,0.444773
"Nov 26 1982",0.418799,0.431249
"Dec 3 1982",0.417734,0.417134
"Dec 10 1982",0.417667,0.404978
"Dec 17 1982",0.418153,0.393753
"Dec 24 1982",0.366615,0.382464
"Jan 1 1983",0.479655,0.371736
"Jan 8 1983",0.422586,0.362671
"Jan 15 1983",0.422451,0.353405
"Jan 22 1983",0.42327,0.346344
"Jan 29 1983",0.424298,0.338199
"Feb 5 1983",0.425275,0.330362
"Feb 12 1983",0.426275,0.32341
"Feb 19 1983",0.427216,0.316687
"Feb 26 1983",0.428134,0.271426
"Mar 5 1983",0.429013,0.303956
"Mar 12 1983",0.429845,0.297919
"Mar 19 1983",0.430635,0.292099
"Mar 26 1983",0.431612,0.286515
"Apr 2 1983",0.432539,0.281105
"Apr 9 1983",0.432965,0.275908
"Apr 16 1983",0.433515,0.278129
"Apr 23 1983",0.436116,0.267875
"Apr 30 1983",0.441422,0.293943
"May 7 1983",0.437544,0.289281
"May 14 1983",0.649417,0.429257
"May 21 1983",0.518097,0.543965
"May 28 1983",0.480338,0.514293
"Jun 4 1983",0.601535,0.500218
"Jun 11 1983",0.716285,0.624415
"Jun 18 1983",1.19996,5.28509
"Jun 25 1983",0.900211,4.54765
"Jul 2 1983",23.4586,18.0657
"Jul 9 1983",2.29385,27.0564
"Jul 16 1983",1.86443,11.5731
"Jul 23 1983",1.7166,5.94444
"Jul 30 1983",1.28093,3.40561
"Aug 6 1983",5.88027,2.76584
"Aug 13 1983",1.32604,2.64681
"Aug 20 1983",2.20685,1.88292
"Aug 27 1983",1.97434,1.58934
"Sep 3 1983",1.89959,1.18706
"Sep 10 1983",1.22405,0.908643
"Sep 17 1983",0.903517,0.755886
"Sep 24 1983",1.21705,0.777954
