Key Assumptions
"Scenario: Reference, Branch: Key Assumptions\MODFLOW\Simulaciones"
 
Branch,"Sim_A.P. Cabildo","Sim_A.P. Ligua","Sim_A.P. Papudo y Zapallar","Sim_A.P. Placilla","Sim_A.P. Valle Hermoso 1","Sim_A.P. Valle Hermoso 2","Sim_Asentamiento Alicahue","Sim_Asentamiento Bartolillo","Sim_Asentamiento Paihuen","Sim_Asentamiento Pililen","Sim_Asentamiento San Lorenzo","Sim_Asentamiento V. Aconcagua","Sim_Fundo El Molle","Sim_Fundo Montegrande","Sim_La Higuera","Sim_Pozo Dren Cabildo","Sim_Reserva La Vega"
"Sep 17 1991",203.642,58.7575,17.9006,23.492,66.6582,66.6582,673.37,465.935,564.919,448.249,274.083,411.098,354.391,152.298,97.5715,217.459,311.559
"Sep 24 1991",203.646,58.7662,17.8918,23.5126,66.6612,66.6612,673.415,465.93,565.412,448.275,274.097,411.079,354.402,152.735,97.5647,217.51,311.556
"Oct 1 1991",203.615,58.7692,17.8643,23.347,66.6526,66.6526,673.431,465.926,565.212,448.271,274.112,411.061,354.401,152.298,97.5564,217.455,311.553
"Oct 8 1991",203.583,58.7679,17.8411,23.3135,66.6384,66.6384,673.447,465.922,565.133,448.262,274.126,411.042,354.397,152.048,97.547,217.409,311.55
"Oct 15 1991",203.554,58.7646,17.8241,23.2929,66.6251,66.6251,673.464,465.917,565.087,448.251,274.14,411.024,354.391,151.861,97.5372,217.376,311.549
"Oct 22 1991",203.545,58.7593,17.8181,23.4063,66.6181,66.6181,673.486,465.913,565.134,448.245,274.154,411.006,354.387,151.772,97.5269,217.405,311.547
"Oct 29 1991",203.535,58.7519,17.8107,23.4017,66.6126,66.6126,673.514,465.908,565.26,448.248,274.167,410.989,354.388,151.692,97.5165,217.421,311.546
"Nov 5 1991",203.532,58.7436,17.8067,23.433,66.6091,66.6091,673.547,465.903,565.402,448.256,274.182,410.971,354.393,151.642,97.506,217.451,311.545
"Nov 12 1991",203.495,58.7345,17.7669,23.1871,66.59,66.59,673.564,465.899,565.24,448.247,274.196,410.953,354.39,151.483,97.4958,217.374,311.545
"Nov 19 1991",203.466,58.7244,17.7435,23.1897,66.5681,66.5681,673.582,465.894,565.166,448.234,274.209,410.936,354.383,151.351,97.4858,217.327,311.545
"Nov 26 1991",203.434,58.7132,17.7118,23.1109,66.5434,66.5434,673.598,465.889,565.12,448.221,274.22,410.919,354.376,151.213,97.4762,217.28,311.545
"Dec 3 1991",203.407,58.7012,17.6922,23.1311,66.5194,66.5194,673.615,465.884,565.089,448.208,274.23,410.901,354.369,151.092,97.467,217.249,311.545
"Dec 10 1991",203.38,58.6886,17.6682,23.0858,66.4954,66.4954,673.63,465.878,565.066,448.195,274.237,410.884,354.362,150.971,97.4583,217.22,311.54
"Dec 17 1991",203.357,58.6757,17.6539,23.1064,66.4724,66.4724,673.645,465.873,565.046,448.183,274.242,410.867,354.356,150.859,97.4501,217.196,311.536
"Dec 24 1991",203.337,58.6626,17.6402,23.0994,66.4503,66.4503,673.659,465.867,565.03,448.171,274.245,410.849,354.351,150.751,97.4424,217.175,311.534
"Jan 1 1992",203.314,58.6474,17.6221,23.0762,66.4247,66.4247,673.672,465.861,565.008,448.158,274.246,410.83,354.344,150.625,97.4342,217.15,311.532
"Jan 8 1992",203.292,58.6342,17.6202,23.1171,66.4049,66.4049,673.682,465.855,564.999,448.147,274.246,410.812,354.34,150.457,97.4275,217.141,311.531
"Jan 15 1992",203.264,58.6211,17.6095,23.0903,66.3853,66.3853,673.69,465.849,564.986,448.137,274.245,410.795,354.336,150.312,97.4212,217.125,311.524
"Jan 22 1992",203.238,58.6081,17.6,23.0784,66.3664,66.3664,673.697,465.843,564.974,448.126,274.243,410.777,354.332,150.182,97.4153,217.111,311.514
"Jan 29 1992",203.214,58.5953,17.593,23.0818,66.3481,66.3481,673.702,465.837,564.963,448.117,274.239,410.76,354.328,150.06,97.4099,217.098,311.506
"Feb 5 1992",203.193,58.5828,17.5862,23.0778,66.3304,66.3304,673.705,465.831,564.953,448.107,274.234,410.743,354.324,149.943,97.4048,217.086,311.495
"Feb 12 1992",203.174,58.5705,17.5819,23.0857,66.3131,66.3131,673.706,465.825,564.943,448.098,274.229,410.725,354.321,149.831,97.4,217.074,311.488
"Feb 19 1992",203.157,58.5584,17.5763,23.077,66.2961,66.2961,673.705,465.819,564.933,448.089,274.223,410.707,354.317,149.723,97.3955,217.064,311.48
"Feb 26 1992",203.141,58.5466,17.5767,23.1067,66.2795,66.2795,673.702,465.814,564.924,448.081,274.216,410.69,354.314,149.618,97.3913,217.054,311.47
"Mar 5 1992",203.123,58.5333,17.5656,23.0604,66.2593,66.2593,673.697,465.807,564.909,448.071,274.208,410.67,354.31,149.493,97.3868,217.038,311.455
"Mar 12 1992",203.112,58.5219,17.5702,23.1076,66.2445,66.2445,673.691,465.801,564.904,448.064,274.2,410.652,354.307,149.402,97.3831,217.036,311.444
"Mar 19 1992",203.1,58.5108,17.5659,23.0878,66.229,66.229,673.684,465.795,564.894,448.057,274.191,410.634,354.304,149.303,97.3797,217.026,311.432
"Mar 26 1992",203.089,58.4999,17.5642,23.0936,66.2139,66.2139,673.676,465.789,564.885,448.049,274.183,410.616,354.301,149.21,97.3764,217.019,311.423
"Apr 2 1992",203.081,58.4897,17.5677,23.112,66.2013,66.2013,673.669,465.784,564.877,448.043,274.174,410.598,354.298,149.12,97.3736,217.015,311.416
"Apr 9 1992",203.075,58.4803,17.5701,23.1287,66.1884,66.1884,673.662,465.778,564.87,448.036,274.166,410.58,354.295,149.039,97.371,217.016,311.41
"Apr 16 1992",203.065,58.4708,17.5661,23.097,66.1743,66.1743,673.655,465.772,564.862,448.03,274.158,410.562,354.293,148.946,97.3685,217.005,311.402
"Apr 23 1992",203.059,58.4614,17.5666,23.1135,66.1612,66.1612,673.648,465.767,564.855,448.024,274.15,410.544,354.29,148.864,97.3661,217.003,311.395
"Apr 30 1992",203.055,58.4531,17.5771,23.15,66.1538,66.1538,673.641,465.763,564.848,448.021,274.145,410.527,354.288,148.79,97.3644,217.006,311.39
"May 7 1992",203.052,58.4456,17.5799,23.1512,66.1442,66.1442,673.635,465.758,564.845,448.016,274.138,410.509,354.285,148.716,97.3629,217.009,311.385
"May 14 1992",203.056,58.4397,17.6037,23.2296,66.1454,66.1454,673.631,465.755,564.841,448.015,274.134,410.492,354.285,148.665,97.3624,217.028,311.382
"May 21 1992",203.052,58.4344,17.5968,23.1547,66.1361,66.1361,673.625,465.75,564.838,448.011,274.129,410.474,354.283,148.587,97.3617,217.02,311.377
"May 28 1992",203.115,58.4408,17.7109,23.3888,66.2059,66.2059,673.628,465.764,564.848,448.025,274.141,410.467,354.29,149.045,97.3711,217.104,311.384
"Jun 4 1992",203.131,58.4507,17.6869,23.2624,66.203,66.203,673.624,465.76,564.859,448.024,274.137,410.448,354.288,149.616,97.3782,217.103,311.379
"Jun 11 1992",203.452,58.5138,18.1242,23.7992,66.5064,66.5064,673.668,465.885,565.027,448.155,274.248,410.502,354.359,150.388,97.428,217.327,311.456
"Jun 18 1992",203.521,58.5872,18.0137,23.5367,66.5173,66.5173,673.668,465.885,565.095,448.173,274.249,410.484,354.365,150.666,97.4678,217.403,311.45
"Jun 25 1992",203.577,58.6435,18.0161,23.6329,66.563,66.563,673.677,465.887,565.138,448.2,274.257,410.468,354.378,150.996,97.5001,217.487,311.447
"Jul 2 1992",203.676,58.7037,18.1059,23.6371,66.6706,66.6706,673.695,465.919,565.206,448.246,274.294,410.468,354.401,151.448,97.5363,217.556,311.463
"Jul 9 1992",203.696,58.7555,18.0422,23.508,66.6859,66.6859,673.706,465.918,565.23,448.255,274.306,410.45,354.402,151.667,97.5624,217.573,311.459
"Jul 16 1992",203.707,58.7937,18.0194,23.541,66.7058,66.7058,673.719,465.917,565.244,448.263,274.321,410.433,354.405,152.001,97.58,217.599,311.455
"Jul 23 1992",203.711,58.8231,17.996,23.5034,66.7208,66.7208,673.734,465.916,565.254,448.266,274.339,410.417,354.405,152.209,97.5909,217.609,311.453
"Jul 30 1992",203.694,58.8437,17.9647,23.4514,66.7253,66.7253,673.75,465.913,565.257,448.264,274.356,410.4,354.401,152.451,97.5956,217.575,311.451
"Aug 6 1992",203.686,58.8574,17.9433,23.4584,66.728,66.728,673.767,465.91,565.27,448.262,274.373,410.384,354.397,152.676,97.5956,217.582,311.449
"Aug 13 1992",203.665,58.8658,17.9226,23.445,66.7277,66.7277,673.785,465.906,565.272,448.258,274.389,410.368,354.393,152.697,97.5918,217.563,311.448
"Aug 20 1992",203.626,58.8694,17.8925,23.325,66.716,66.716,673.803,465.902,565.26,448.251,274.405,410.353,354.387,152.668,97.5852,217.504,311.447
"Aug 27 1992",203.602,58.8696,17.8816,23.4153,66.7099,66.7099,673.822,465.897,565.252,448.244,274.42,410.337,354.383,152.773,97.5767,217.492,311.447
"Sep 3 1992",203.693,58.8848,17.9894,23.5007,66.7904,66.7904,673.859,465.934,565.277,448.272,274.468,410.345,354.398,153.186,97.5806,217.555,311.473
"Sep 10 1992",203.679,58.9017,17.9431,23.4479,66.783,66.783,673.878,465.931,565.297,448.266,274.481,410.33,354.395,153.184,97.5811,217.539,311.473
"Sep 17 1992",203.661,58.9113,17.9245,23.4616,66.7827,66.7827,673.898,465.927,565.302,448.262,274.494,410.315,354.393,152.99,97.5788,217.546,311.474
"Sep 24 1992",203.65,58.9149,17.9104,23.4747,66.7827,66.7827,673.925,465.922,565.409,448.263,274.507,410.301,354.395,153.176,97.574,217.572,311.475
"Oct 1 1992",203.631,58.9132,17.8934,23.45,66.78,66.78,673.956,465.917,565.534,448.268,274.521,410.287,354.399,152.778,97.5671,217.588,311.476
"Oct 8 1992",203.612,58.9081,17.882,23.4667,66.7773,66.7773,674.001,465.912,565.819,448.287,274.536,410.272,354.413,152.569,97.5587,217.604,311.477
"Oct 15 1992",203.573,58.9004,17.8576,23.349,66.7659,66.7659,674.026,465.908,565.674,448.284,274.552,410.259,354.416,152.355,97.5494,217.555,311.479
"Oct 22 1992",203.557,58.891,17.8481,23.4259,66.7587,66.7587,674.06,465.903,565.758,448.286,274.568,410.245,354.421,152.238,97.5394,217.576,311.481
"Oct 29 1992",203.54,58.8804,17.8391,23.4345,66.7524,66.7524,674.097,465.899,565.879,448.293,274.585,410.231,354.429,152.144,97.5293,217.589,311.483
"Nov 5 1992",203.522,58.8691,17.8295,23.4266,66.7458,66.7458,674.139,465.896,565.873,448.295,274.602,410.218,354.434,152.038,97.5191,217.584,311.485
"Nov 12 1992",203.501,58.8578,17.8209,23.4,66.7379,66.7379,674.176,465.892,565.821,448.291,274.618,410.204,354.435,151.927,97.5092,217.568,311.488
"Nov 19 1992",203.464,58.8464,17.7895,23.2376,66.7188,66.7188,674.193,465.888,565.663,448.277,274.634,410.191,354.43,151.764,97.4997,217.502,311.491
"Nov 26 1992",203.426,58.834,17.7585,23.1674,66.6941,66.6941,674.209,465.884,565.581,448.263,274.646,410.178,354.424,151.599,97.4905,217.442,311.494
"Dec 3 1992",203.395,58.8209,17.7359,23.1649,66.6699,66.6699,674.223,465.88,565.529,448.249,274.657,410.165,354.417,151.457,97.4818,217.406,311.498
"Dec 10 1992",203.362,58.8071,17.7112,23.1246,66.6441,66.6441,674.235,465.875,565.492,448.235,274.664,410.152,354.41,151.308,97.4734,217.365,311.497
"Dec 17 1992",203.335,58.7926,17.6911,23.1157,66.6195,66.6195,674.247,465.87,565.464,448.223,274.669,410.139,354.404,151.175,97.4656,217.338,311.496
"Dec 24 1992",203.31,58.7777,17.6788,23.1383,66.596,66.596,674.257,465.865,565.442,448.212,274.671,410.125,354.398,151.05,97.4582,217.315,311.498
"Jan 1 1993",203.282,58.7603,17.6564,23.0903,66.5679,66.5679,674.266,465.859,565.416,448.2,274.671,410.11,354.393,150.898,97.4502,217.281,311.5
"Jan 8 1993",203.239,58.7449,17.6528,23.1339,66.5456,66.5456,674.273,465.854,565.405,448.19,274.669,410.097,354.389,150.79,97.4438,217.27,311.503
"Jan 15 1993",203.2,58.7296,17.6405,23.1062,66.5237,66.5237,674.28,465.849,565.39,447.638,274.666,410.084,354.386,150.671,97.4377,217.249,311.501
"Jan 22 1993",203.168,58.7143,17.6296,23.0936,66.5025,66.5025,674.286,465.843,565.378,447.724,274.661,410.071,354.383,150.557,97.432,217.231,311.5
"Jan 29 1993",203.142,58.6992,17.6226,23.1033,66.4826,66.4826,674.291,465.838,565.366,447.838,274.655,410.057,354.38,150.448,97.4267,217.218,311.5
"Feb 5 1993",203.119,58.6843,17.6141,23.0905,66.4631,66.4631,674.296,465.832,565.356,447.367,274.648,410.044,354.378,150.339,97.4217,217.202,311.497
"Feb 12 1993",203.1,58.6696,17.6098,23.1055,66.4445,66.4445,674.3,465.827,565.346,447.574,274.64,410.03,354.376,150.235,97.417,217.19,311.495
"Feb 19 1993",203.082,58.6552,17.6029,23.0899,66.4261,66.4261,674.303,465.821,565.337,447.416,274.631,410.017,354.374,150.13,97.4127,217.175,311.492
"Feb 26 1993",203.066,58.641,17.6029,23.1222,66.4082,66.4082,674.306,465.815,565.328,447.388,274.621,410.003,354.372,150.027,97.4085,217.162,311.489
"Mar 5 1993",203.052,58.627,17.5966,23.0942,66.3908,66.3908,674.309,465.81,565.319,447.431,274.611,409.989,354.37,149.926,97.4047,217.15,311.486
"Mar 12 1993",203.04,58.6133,17.5984,23.1313,66.3748,66.3748,674.31,465.804,565.311,447.589,274.6,409.975,354.368,149.833,97.4011,217.145,311.483
"Mar 19 1993",203.028,58.5998,17.5912,23.0902,66.3584,66.3584,674.312,465.799,565.302,447.325,274.589,409.961,354.367,149.734,97.3977,217.132,311.479
"Mar 26 1993",203.018,58.5866,17.5927,23.1269,66.3432,66.3432,674.312,465.793,565.294,447.507,274.578,409.947,354.365,149.643,97.3945,217.126,311.476
"Apr 2 1993",203.007,58.5737,17.5862,23.0906,66.3274,66.3274,674.312,465.788,565.285,447.272,274.566,409.933,354.363,149.546,97.3915,217.113,311.471
"Apr 9 1993",203.001,58.561,17.5892,23.1342,66.3128,66.3128,674.31,465.782,565.277,447.462,274.554,409.919,354.362,149.498,97.3886,217.109,311.467
"Apr 16 1993",202.992,58.5488,17.5874,23.1093,66.2995,66.2995,674.308,465.778,565.269,447.582,274.543,409.906,354.361,149.391,97.3862,217.1,311.465
"Apr 23 1993",202.993,58.5382,17.6066,23.2095,66.294,66.294,674.306,465.774,565.264,447.676,274.533,409.892,354.36,149.324,97.3845,217.117,311.463
"Apr 30 1993",202.987,58.5282,17.6021,23.1485,66.2821,66.2821,674.303,465.769,565.259,447.743,274.522,409.878,354.359,149.236,97.3829,217.109,311.461
"May 7 1993",203.124,58.5458,17.8357,23.5117,66.4297,66.4297,674.329,465.817,565.287,447.839,274.559,409.893,354.385,149.377,97.4035,217.25,311.492
"May 14 1993",203.203,58.5764,17.8143,23.4804,66.443,66.443,674.319,465.817,565.319,447.887,274.554,409.88,354.39,150.113,97.4211,217.332,311.491
"May 21 1993",203.247,58.5986,17.8072,23.4461,66.4575,66.4575,674.316,465.813,565.344,447.927,274.549,409.866,354.392,150.409,97.4346,217.362,311.488
"May 28 1993",203.289,58.6148,17.8127,23.4576,66.4743,66.4743,674.312,465.81,565.344,447.961,274.546,409.852,354.395,150.694,97.4447,217.401,311.486
"Jun 4 1993",203.338,58.6302,17.8256,23.4963,66.4935,66.4935,674.312,465.807,565.349,447.994,274.547,409.838,354.4,151.164,97.4524,217.443,311.484
"Jun 11 1993",203.355,58.6433,17.8178,23.3908,66.4983,66.4983,674.312,465.803,565.351,448.018,274.548,409.824,354.4,151.455,97.4574,217.412,311.482
"Jun 18 1993",203.384,58.6529,17.8212,23.4418,66.5077,66.5077,674.311,465.8,565.351,448.038,274.55,409.81,354.4,151.656,97.4604,217.44,311.48
"Jun 25 1993",203.378,58.6593,17.8059,23.3326,66.5048,66.5048,674.312,465.796,565.349,448.052,274.552,409.795,354.399,151.755,97.4613,217.403,311.478
"Jul 2 1993",203.4,58.6642,17.8143,23.4295,66.5129,66.5129,674.315,465.794,565.347,448.066,274.556,409.782,354.399,152.005,97.4615,217.432,311.478
"Jul 9 1993",203.473,58.6813,17.8992,23.4705,66.5796,66.5796,674.323,465.81,565.363,448.094,274.577,409.779,354.408,152.362,97.4706,217.482,311.489
"Jul 16 1993",203.489,58.7001,17.8712,23.4503,66.5809,66.5809,674.324,465.807,565.375,448.104,274.58,409.765,354.407,152.439,97.4766,217.506,311.487
"Jul 23 1993",203.478,58.7123,17.8563,23.4321,66.5834,66.5834,674.325,465.803,565.376,448.111,274.584,409.751,354.405,152.471,97.4799,217.484,311.486
"Jul 30 1993",203.479,58.7194,17.8459,23.4317,66.5856,66.5856,674.328,465.8,565.372,448.116,274.589,409.738,354.403,152.769,97.4808,217.474,311.486
"Aug 6 1993",203.455,58.7224,17.8249,23.3199,66.5783,66.5783,674.33,465.796,565.366,448.119,274.593,409.724,354.401,152.68,97.4797,217.439,311.485
"Aug 13 1993",203.432,58.7217,17.8049,23.2849,66.5661,66.5661,674.332,465.793,565.359,448.12,274.596,409.711,354.398,152.744,97.4769,217.407,311.485
"Aug 20 1993",203.398,58.7181,17.7805,23.2303,66.55,66.55,674.335,465.789,565.352,448.119,274.6,409.697,354.395,152.595,97.473,217.372,311.485
"Aug 27 1993",203.373,58.712,17.7619,23.2287,66.5331,66.5331,674.337,465.786,565.344,448.117,274.602,409.684,354.392,152.636,97.4681,217.347,311.485
"Sep 3 1993",203.384,58.7076,17.7743,23.3218,66.5313,66.5313,674.341,465.785,565.342,448.117,274.607,409.672,354.392,152.905,97.4643,217.355,311.487
"Sep 10 1993",203.371,58.7034,17.7589,23.263,66.5185,66.5185,674.343,465.782,565.34,448.115,274.608,409.659,354.39,152.912,97.46,217.343,311.487
"Sep 17 1993",203.334,58.6969,17.7369,23.1885,66.5017,66.5017,674.345,465.778,565.335,448.112,274.609,409.646,354.388,152.566,97.4554,217.312,311.487
"Sep 24 1993",203.314,58.6892,17.7337,23.2552,66.4886,66.4886,674.347,465.774,565.33,448.109,274.609,409.632,354.386,152.563,97.4506,217.308,311.487
"Oct 1 1993",203.281,58.6811,17.7234,23.2218,66.4752,66.4752,674.349,465.771,565.325,448.106,274.609,409.619,354.385,152.238,97.4457,217.294,311.487
"Oct 8 1993",203.27,58.6724,17.7136,23.215,66.4605,66.4605,674.351,465.767,565.321,448.103,274.609,409.606,354.384,152.473,97.4409,217.28,311.487
"Oct 15 1993",203.241,58.6625,17.7004,23.1888,66.4459,66.4459,674.353,465.763,565.314,448.099,274.608,409.593,354.382,152.065,97.4361,217.269,311.487
"Oct 22 1993",203.207,58.6518,17.6875,23.1711,66.4292,66.4292,674.354,465.76,565.307,448.095,274.607,409.58,354.38,151.797,97.4313,217.247,311.487
"Oct 29 1993",203.195,58.6408,17.6931,23.2714,66.4212,66.4212,674.36,465.756,565.353,448.094,274.606,409.566,354.38,151.641,97.4267,217.277,311.487
"Nov 5 1993",203.177,58.6298,17.6919,23.2561,66.4128,66.4128,674.359,465.752,565.322,448.091,274.606,409.553,354.379,151.483,97.4223,217.276,311.486
"Nov 12 1993",203.157,58.6188,17.6796,23.1945,66.4013,66.4013,674.359,465.749,565.306,448.087,274.605,409.54,354.377,151.326,97.418,217.263,311.486
"Nov 19 1993",203.132,58.6076,17.6627,23.1375,66.3847,66.3847,674.358,465.745,565.293,448.082,274.605,409.526,354.375,151.153,97.414,217.227,311.486
"Nov 26 1993",203.108,58.5963,17.6436,23.0929,66.3665,66.3665,674.358,465.742,565.282,447.588,274.603,409.513,354.372,150.99,97.4101,217.199,311.482
"Dec 3 1993",203.088,58.5848,17.6338,23.1174,66.349,66.349,674.357,465.738,565.273,447.725,274.6,409.5,354.37,150.842,97.4064,217.181,311.479
"Dec 10 1993",203.069,58.5731,17.6196,23.0854,66.3315,66.3315,674.355,465.735,565.264,446.961,274.596,409.486,354.368,150.698,97.4028,217.163,311.471
"Dec 17 1993",203.052,58.5615,17.6112,23.0979,66.3143,66.3143,674.352,465.731,565.255,447.183,274.59,409.473,354.366,150.56,97.3995,217.148,311.464
"Dec 24 1993",203.037,58.5497,17.6028,23.0923,66.2974,66.2974,674.349,465.728,565.246,447.316,274.583,409.459,354.363,150.429,97.3964,217.134,311.459
"Jan 1 1994",203.019,58.5363,17.5901,23.072,66.2769,66.2769,674.341,465.723,565.232,447.151,274.572,409.443,354.36,150.275,97.3931,217.115,311.453
"Jan 8 1994",203.004,58.5247,17.5917,23.1128,66.2608,66.2608,674.333,465.72,565.227,447.228,274.562,409.43,354.358,150.161,97.3904,217.111,311.447
"Jan 15 1994",202.984,58.5131,17.5845,23.0889,66.2445,66.2445,674.325,465.716,565.218,446.719,274.551,409.416,354.356,150.04,97.3878,217.098,311.439
"Jan 22 1994",202.962,58.5016,17.5777,23.0765,66.2284,66.2284,674.315,465.712,565.209,446.786,274.539,409.402,354.354,149.924,97.3855,217.086,311.43
"Jan 29 1994",202.94,58.4902,17.5731,23.0804,66.2125,66.2125,674.306,465.709,565.201,447.006,274.526,409.388,354.352,149.81,97.3832,217.075,311.423
"Feb 5 1994",202.919,58.4789,17.5682,23.0757,66.1969,66.1969,674.296,465.705,565.193,446.707,274.512,409.374,354.349,149.699,97.3811,217.065,311.414
"Feb 12 1994",202.899,58.4678,17.5653,23.0831,66.1814,66.1814,674.286,465.701,565.185,446.994,274.498,409.36,354.347,149.59,97.3791,217.054,311.407
"Feb 19 1994",202.879,58.4568,17.561,23.0741,66.1661,66.1661,674.276,465.697,565.177,446.83,274.483,409.346,354.344,149.484,97.3772,217.044,311.399
"Feb 26 1994",202.861,58.4459,17.5628,23.1053,66.151,66.151,674.266,465.693,565.169,446.674,274.467,409.331,354.342,149.378,97.3754,217.035,311.389
"Mar 5 1994",202.844,58.4352,17.5581,23.0774,66.1361,66.1361,674.256,465.689,565.16,446.65,274.452,409.317,354.339,149.275,97.3737,217.026,311.379
"Mar 12 1994",202.828,58.4248,17.5598,23.106,66.1217,66.1217,674.247,465.685,565.152,446.955,274.435,409.303,354.337,149.175,97.3721,217.019,311.371
"Mar 19 1994",202.813,58.4147,17.5549,23.076,66.1073,66.1073,674.238,465.681,565.144,446.81,274.419,409.288,354.334,149.074,97.3705,217.009,311.362
"Mar 26 1994",202.8,58.4048,17.5565,23.104,66.0935,66.0935,674.229,465.677,565.135,447.062,274.403,409.274,354.331,148.977,97.369,217.003,311.355
"Apr 2 1994",202.786,58.3952,17.5518,23.0761,66.0795,66.0795,674.22,465.673,565.126,446.829,274.386,409.259,354.328,148.878,97.3676,216.994,311.345
"Apr 9 1994",202.782,58.3857,17.5546,23.1106,66.0663,66.0663,674.211,465.669,565.117,447.072,274.37,409.244,354.326,148.955,97.3663,216.989,311.337
"Apr 16 1994",202.771,58.3765,17.5502,23.0797,66.0527,66.0527,674.201,465.665,565.108,446.631,274.354,409.229,354.323,148.795,97.365,216.981,311.326
"Apr 23 1994",202.76,58.3676,17.552,23.1067,66.0399,66.0399,674.192,465.661,565.098,446.93,274.337,409.215,354.32,148.681,97.3637,216.977,311.316
"Apr 30 1994",202.749,58.3589,17.5488,23.0822,66.0272,66.0272,674.183,465.657,565.088,447.044,274.321,409.2,354.317,148.574,97.3626,216.968,311.308
"May 7 1994",202.74,58.3504,17.551,23.1106,66.0147,66.0147,674.174,465.652,565.077,447.215,274.306,409.185,354.314,148.478,97.3615,216.965,311.3
"May 14 1994",202.729,58.3421,17.5477,23.0877,66.0019,66.0019,674.165,465.648,565.067,447.337,274.29,409.169,354.31,148.378,97.3604,216.956,311.293
"May 21 1994",202.72,58.3339,17.5486,23.1053,65.9896,65.9896,674.156,465.644,565.056,447.427,274.275,409.154,354.307,148.285,97.3594,216.952,311.287
"May 28 1994",202.714,58.327,17.5594,23.124,65.9849,65.9849,674.151,465.643,565.047,447.496,274.264,409.141,354.306,148.198,97.3593,216.953,311.283
"Jun 4 1994",202.744,58.3206,17.56,23.1337,65.9745,65.9745,674.142,465.639,565.038,447.548,274.251,409.125,354.303,148.905,97.3591,216.954,311.277
"Jun 11 1994",202.739,58.314,17.5571,23.1103,65.9636,65.9636,674.134,465.635,565.028,447.589,274.238,409.11,354.299,148.524,97.3587,216.949,311.271
"Jun 18 1994",202.747,58.3072,17.5575,23.121,65.9529,65.9529,674.127,465.631,565.018,447.622,274.227,409.095,354.296,148.699,97.3581,216.946,311.265
"Jun 25 1994",202.769,58.3006,17.56,23.1337,65.9438,65.9438,674.12,465.626,565.009,447.649,274.216,409.079,354.292,149.053,97.3576,216.948,311.259
"Jul 2 1994",202.801,58.2955,17.5782,23.1846,65.9437,65.9437,674.114,465.625,565.001,447.674,274.208,409.065,354.291,149.272,97.358,216.961,311.255
"Jul 9 1994",202.825,58.291,17.5728,23.1368,65.9345,65.9345,674.108,465.621,564.992,447.693,274.199,409.049,354.287,149.547,97.3581,216.956,311.249
"Jul 16 1994",202.84,58.2861,17.5711,23.1357,65.925,65.925,674.103,465.617,564.983,447.709,274.19,409.033,354.284,149.618,97.358,216.954,311.244
"Jul 23 1994",202.961,58.2952,17.7052,23.4084,66.0079,66.0079,674.119,465.636,564.989,447.744,274.202,409.03,354.292,150.105,97.3696,217.07,311.253
"Jul 30 1994",203.025,58.3124,17.7189,23.424,66.0339,66.0339,674.112,465.636,565.003,447.764,274.199,409.016,354.294,150.423,97.3813,217.129,311.25
"Aug 6 1994",203.064,58.3273,17.7277,23.3875,66.0542,66.0542,674.106,465.635,565.019,447.784,274.196,409.002,354.294,150.67,97.3915,217.145,311.246
"Aug 13 1994",203.097,58.3391,17.7318,23.4151,66.0706,66.0706,674.102,465.633,565.017,447.801,274.194,408.986,354.293,150.906,97.3992,217.168,311.242
"Aug 20 1994",203.093,58.3477,17.7111,23.2468,66.0722,66.0722,674.098,465.629,565.014,447.815,274.192,408.97,354.291,150.787,97.4044,217.137,311.237
"Aug 27 1994",203.085,58.3523,17.696,23.2198,66.0681,66.0681,674.094,465.626,565.006,447.825,274.19,408.954,354.287,150.798,97.4074,217.115,311.233
"Sep 3 1994",203.086,58.3542,17.6853,23.2177,66.0628,66.0628,674.091,465.623,565.003,447.834,274.19,408.938,354.284,151.001,97.4087,217.104,311.229
"Sep 10 1994",203.072,58.3536,17.6671,23.1679,66.0525,66.0525,674.087,465.62,564.991,447.84,274.189,408.923,354.279,150.917,97.4086,217.082,311.225
"Sep 17 1994",203.034,58.3507,17.6471,23.1257,66.0391,66.0391,674.083,465.617,564.979,447.844,274.188,408.907,354.275,150.47,97.4073,217.059,311.222
"Sep 24 1994",203.009,58.3464,17.6401,23.1723,66.0277,66.0277,674.079,465.614,564.967,447.846,274.187,408.891,354.27,150.379,97.4052,217.057,311.219
"Oct 1 1994",202.976,58.3409,17.6297,23.1566,66.0169,66.0169,674.075,465.611,564.956,447.848,274.186,408.875,354.265,150.054,97.4026,217.055,311.215
"Oct 8 1994",202.945,58.3345,17.624,23.1718,66.0059,66.0059,674.071,465.607,564.944,447.848,274.185,408.859,354.261,149.836,97.3995,217.05,311.212
"Oct 15 1994",202.908,58.3276,17.6066,23.0958,65.9912,65.9912,674.067,465.604,564.934,447.848,274.183,408.843,354.256,149.616,97.3963,217.025,311.209
"Oct 22 1994",202.877,58.3203,17.5985,23.1169,65.976,65.976,674.063,465.601,564.922,447.847,274.182,408.827,354.252,149.427,97.393,217.01,311.206
"Oct 29 1994",202.846,58.3124,17.5852,23.0815,65.9599,65.9599,674.059,465.597,564.911,447.275,274.18,408.812,354.247,149.25,97.3896,216.993,311.2
"Nov 5 1994",202.82,58.3042,17.5789,23.1,65.9441,65.9441,674.055,465.594,564.9,447.44,274.177,408.796,354.243,149.087,97.3863,216.98,311.194
