Key Assumptions
"Scenario: Reference, Branch: Key Assumptions\MODFLOW\Simulaciones"
 
Branch,"Sim_A.P. Cabildo","Sim_A.P. Ligua","Sim_A.P. Papudo y Zapallar","Sim_A.P. Placilla","Sim_A.P. Valle Hermoso 1","Sim_A.P. Valle Hermoso 2","Sim_Asentamiento Alicahue","Sim_Asentamiento Bartolillo","Sim_Asentamiento Paihuen","Sim_Asentamiento Pililen","Sim_Asentamiento San Lorenzo","Sim_Asentamiento V. Aconcagua","Sim_Fundo El Molle","Sim_Fundo Montegrande","Sim_La Higuera","Sim_Pozo Dren Cabildo","Sim_Reserva La Vega"
"Mar 12 1985",203.956,59.6291,17.776,23.2638,68.0865,68.0865,675.377,466.138,566.435,448.596,275.85,415.902,354.736,155.153,97.5765,217.709,313.859
"Mar 19 1985",203.942,59.6078,17.7643,23.2075,68.0627,68.0627,675.368,466.13,566.412,448.589,275.835,415.892,354.736,155.087,97.569,217.688,313.856
"Mar 26 1985",203.933,59.5868,17.7651,23.2609,68.0417,68.0417,675.358,466.123,566.39,448.583,275.82,415.882,354.736,155.038,97.5619,217.682,313.852
"Apr 2 1985",203.921,59.5664,17.7579,23.223,68.0206,68.0206,675.348,466.116,566.369,448.577,275.805,415.872,354.736,154.978,97.5554,217.665,313.849
"Apr 9 1985",203.915,59.5464,17.7605,23.2747,68.0016,68.0016,675.337,466.109,566.349,448.572,275.79,415.862,354.737,154.934,97.5493,217.662,313.845
"Apr 16 1985",203.902,59.5267,17.7502,23.2123,67.9804,67.9804,675.326,466.102,566.329,448.567,275.774,415.851,354.738,154.87,97.5435,217.639,313.841
"Apr 23 1985",203.896,59.5073,17.7512,23.2588,67.9618,67.9618,675.315,466.095,566.31,448.563,275.759,415.841,354.739,154.825,97.5381,217.635,313.837
"Apr 30 1985",203.886,59.4882,17.7437,23.2208,67.9424,67.9424,675.303,466.089,566.291,448.559,275.743,415.83,354.739,154.768,97.533,217.62,313.832
"May 7 1985",203.879,59.4694,17.7439,23.2537,67.9246,67.9246,675.291,466.083,566.272,448.555,275.728,415.819,354.74,154.721,97.5282,217.613,313.827
"May 14 1985",203.871,59.4509,17.7382,23.2271,67.9064,67.9064,675.279,466.077,566.254,448.551,275.712,415.808,354.741,154.668,97.5236,217.6,313.822
"May 21 1985",203.865,59.4329,17.7396,23.2576,67.89,67.89,675.267,466.071,566.236,448.547,275.696,415.797,354.742,154.623,97.5194,217.595,313.817
"May 28 1985",203.858,59.4152,17.7358,23.2393,67.873,67.873,675.255,466.066,566.218,448.544,275.681,415.785,354.743,154.572,97.5154,217.584,313.812
"Jun 4 1985",203.853,59.3979,17.737,23.2646,67.8574,67.8574,675.242,466.061,566.201,448.541,275.665,415.773,354.743,155.205,97.5116,217.58,313.807
"Jun 11 1985",203.846,59.3808,17.7319,23.235,67.8411,67.8411,675.229,466.055,566.183,448.537,275.65,415.762,354.744,154.899,97.5079,217.569,313.801
"Jun 18 1985",203.842,59.3643,17.7365,23.2638,67.8288,67.8288,675.217,466.05,566.166,448.534,275.634,415.75,354.744,154.764,97.5049,217.566,313.795
"Jun 25 1985",203.836,59.3483,17.7332,23.2531,67.8136,67.8136,675.204,466.046,566.149,448.531,275.619,415.737,354.744,154.671,97.502,217.559,313.789
"Jul 2 1985",203.831,59.3326,17.7328,23.2551,67.7998,67.7998,675.192,466.041,566.134,448.529,275.604,415.725,354.745,154.594,97.4993,217.551,313.783
"Jul 9 1985",203.833,59.3194,17.7524,23.3111,67.7984,67.7984,675.183,466.04,566.121,448.529,275.592,415.715,354.747,154.544,97.4982,217.559,313.779
"Jul 16 1985",203.83,59.3072,17.7464,23.2749,67.7853,67.7853,675.17,466.036,566.108,448.527,275.577,415.702,354.747,154.483,97.497,217.553,313.773
"Jul 23 1985",203.838,59.2965,17.7674,23.3851,67.786,67.786,675.158,466.035,566.096,448.528,275.565,415.691,354.75,154.46,97.4966,217.576,313.769
"Jul 30 1985",203.863,59.2951,17.8347,23.4199,67.8279,67.8279,675.149,466.038,566.092,448.532,275.556,415.681,354.755,155.129,97.5034,217.604,313.766
"Aug 6 1985",203.875,59.2953,17.8214,23.4173,67.8221,67.8221,675.138,466.034,566.087,448.531,275.543,415.668,354.755,155.531,97.5082,217.62,313.76
"Aug 13 1985",203.873,59.2926,17.8108,23.3392,67.8134,67.8134,675.126,466.031,566.076,448.53,275.531,415.655,354.756,155.587,97.5114,217.606,313.754
"Aug 20 1985",203.87,59.287,17.8025,23.3228,67.8031,67.8031,675.115,466.027,566.061,448.528,275.519,415.642,354.755,155.369,97.513,217.597,313.747
"Aug 27 1985",203.863,59.2794,17.7923,23.2965,67.7901,67.7901,675.103,466.024,566.046,448.525,275.507,415.629,354.755,155.459,97.5134,217.581,313.741
"Sep 3 1985",203.852,59.2702,17.7778,23.2569,67.7744,67.7744,675.091,466.021,566.029,448.522,275.495,415.615,354.754,155.166,97.5127,217.56,313.734
"Sep 10 1985",203.846,59.2602,17.7766,23.3026,67.7612,67.7612,675.08,466.018,566.013,448.52,275.483,415.602,354.753,155.092,97.5112,217.555,313.728
"Sep 17 1985",203.838,59.2501,17.7695,23.2798,67.7473,67.7473,675.069,466.015,566.001,448.517,275.471,415.588,354.753,155.067,97.5093,217.546,313.722
"Sep 24 1985",203.829,59.2391,17.7599,23.2585,67.7314,67.7314,675.057,466.012,565.984,448.514,275.459,415.575,354.751,155.004,97.507,217.532,313.715
"Oct 1 1985",203.82,59.2273,17.7496,23.2398,67.7154,67.7154,675.046,466.008,565.969,448.511,275.447,415.561,354.75,154.84,97.5043,217.522,313.709
"Oct 8 1985",203.812,59.215,17.7435,23.253,67.6996,67.6996,675.034,466.005,565.951,448.508,275.434,415.547,354.749,154.725,97.5015,217.514,313.703
"Oct 15 1985",203.799,59.2022,17.7278,23.1906,67.6812,67.6812,675.022,466.002,565.935,448.504,275.421,415.533,354.747,154.611,97.4985,217.491,313.696
"Oct 22 1985",203.792,59.1893,17.7264,23.2455,67.6652,67.6652,675.011,465.999,565.919,448.501,275.408,415.519,354.745,154.524,97.4954,217.487,313.69
"Oct 29 1985",203.779,59.1764,17.7116,23.1765,67.6464,67.6464,674.999,465.996,565.903,448.498,275.395,415.504,354.743,154.423,97.4924,217.464,313.681
"Nov 5 1985",203.769,59.1632,17.7067,23.2071,67.6286,67.6286,674.987,465.993,565.886,448.495,275.381,415.49,354.741,154.339,97.4894,217.453,313.672
"Nov 12 1985",203.757,59.1497,17.6929,23.1556,67.6098,67.6098,674.975,465.991,565.87,448.491,275.367,415.475,354.739,154.249,97.4864,217.436,313.665
"Nov 19 1985",203.748,59.1361,17.6886,23.1873,67.5921,67.5921,674.963,465.988,565.854,448.488,275.352,415.461,354.737,154.169,97.4835,217.426,313.657
"Nov 26 1985",203.737,59.1226,17.6767,23.1445,67.5739,67.5739,674.951,465.985,565.838,448.485,275.337,415.446,354.735,154.087,97.4807,217.411,313.645
"Dec 3 1985",203.729,59.1089,17.6723,23.169,67.5564,67.5564,674.938,465.982,565.822,448.482,275.321,415.431,354.732,154.011,97.4779,217.401,313.635
"Dec 10 1985",203.719,59.0954,17.6624,23.1374,67.5388,67.5388,674.924,465.979,565.806,448.478,275.304,415.416,354.73,153.933,97.4753,217.388,313.619
"Dec 17 1985",203.71,59.0819,17.6577,23.1516,67.5214,67.5214,674.908,465.977,565.789,448.475,275.287,415.401,354.727,153.859,97.4727,217.377,313.601
"Dec 24 1985",203.702,59.0685,17.6522,23.1461,67.5043,67.5043,674.891,465.974,565.773,448.472,275.269,415.386,354.725,153.785,97.4703,217.366,313.583
"Jan 1 1986",203.689,59.0532,17.6408,23.1198,67.4832,67.4832,674.869,465.971,565.749,448.468,275.246,415.368,354.721,153.693,97.4676,217.348,313.563
"Jan 8 1986",203.685,59.0401,17.646,23.1728,67.4674,67.4674,674.85,465.968,565.738,448.465,275.226,415.352,354.719,153.634,97.4654,217.348,313.547
"Jan 15 1986",203.677,59.0271,17.64,23.1436,67.451,67.451,674.831,465.966,565.721,448.463,275.206,415.336,354.716,153.564,97.4633,217.337,313.528
"Jan 22 1986",203.669,59.0142,17.6347,23.1325,67.4348,67.4348,674.811,465.963,565.705,448.46,275.185,415.32,354.713,153.496,97.4612,217.327,313.507
"Jan 29 1986",203.662,59.0016,17.6311,23.1358,67.4188,67.4188,674.79,465.96,565.689,448.456,275.164,415.304,354.71,153.43,97.4593,217.318,313.49
"Feb 5 1986",203.654,58.9891,17.6269,23.1305,67.403,67.403,674.769,465.958,565.673,448.453,275.142,415.288,354.707,153.365,97.4574,217.309,313.47
"Feb 12 1986",203.647,58.9768,17.6249,23.1391,67.3874,67.3874,674.747,465.955,565.658,448.45,275.121,415.272,354.703,153.301,97.4555,217.301,313.454
"Feb 19 1986",203.641,58.9646,17.6212,23.1305,67.3718,67.3718,674.724,465.953,565.642,448.447,275.099,415.255,354.7,153.237,97.4537,217.293,313.438
"Feb 26 1986",203.634,58.9526,17.6234,23.1611,67.3563,67.3563,674.701,465.95,565.627,448.444,275.078,415.239,354.697,153.174,97.452,217.285,313.419
"Mar 5 1986",203.627,58.9407,17.6192,23.1334,67.3408,67.3408,674.677,465.948,565.611,448.441,275.057,415.222,354.693,153.112,97.4503,217.277,313.4
"Mar 12 1986",203.621,58.929,17.6211,23.1614,67.3258,67.3258,674.652,465.945,565.596,448.438,275.037,415.205,354.689,153.052,97.4486,217.272,313.385
"Mar 19 1986",203.615,58.9174,17.616,23.1293,67.3105,67.3105,674.626,465.943,565.581,448.435,275.016,415.188,354.686,152.99,97.447,217.263,313.365
"Mar 26 1986",203.609,58.906,17.6178,23.1598,67.2958,67.2958,674.6,465.941,565.565,448.432,274.996,415.171,354.682,152.933,97.4455,217.258,313.349
"Apr 2 1986",203.603,58.8948,17.6132,23.131,67.2806,67.2806,674.574,465.938,565.55,448.429,274.977,415.154,354.678,152.872,97.4439,217.25,313.331
"Apr 9 1986",203.598,58.8836,17.6162,23.1673,67.2662,67.2662,674.547,465.936,565.535,448.426,274.957,415.137,354.674,152.816,97.4425,217.246,313.316
"Apr 16 1986",203.591,58.8727,17.6116,23.1337,67.2511,67.2511,674.52,465.933,565.52,448.423,274.938,415.12,354.67,152.755,97.441,217.237,313.296
"Apr 23 1986",203.587,58.8619,17.6146,23.1692,67.2372,67.2372,674.492,465.931,565.505,448.42,274.919,415.102,354.666,152.704,97.4395,217.236,313.279
"Apr 30 1986",203.58,58.8513,17.6122,23.1476,67.2226,67.2226,674.465,465.929,565.491,448.417,274.901,415.085,354.662,152.644,97.4381,217.227,313.265
"May 7 1986",203.575,58.8408,17.6135,23.1649,67.2084,67.2084,674.438,465.926,565.476,448.414,274.883,415.067,354.658,152.589,97.4368,217.223,313.252
"May 14 1986",203.569,58.8305,17.6093,23.1381,67.1935,67.1935,674.412,465.924,565.462,448.411,274.866,415.049,354.654,152.53,97.4354,217.214,313.241
"May 21 1986",203.57,58.8237,17.645,23.215,67.202,67.202,674.39,465.926,565.451,448.412,274.853,415.034,354.652,152.492,97.4372,217.225,313.232
"May 28 1986",203.68,58.846,17.8954,23.4469,67.3743,67.3743,674.419,465.988,565.476,448.461,274.891,415.05,354.683,152.618,97.4657,217.342,313.262
"Jun 4 1986",203.788,58.8907,17.9639,23.532,67.4618,67.4618,674.395,466.032,565.522,448.495,274.914,415.054,354.704,153.409,97.5013,217.448,313.277
"Jun 11 1986",203.868,58.9436,17.9914,23.5711,67.5236,67.5236,674.375,466.042,565.564,448.505,274.911,415.04,354.709,153.919,97.5363,217.541,313.271
"Jun 18 1986",204.096,59.0249,18.2702,23.9521,67.7482,67.7482,674.436,466.112,565.974,448.59,274.963,415.058,354.76,154.56,97.5928,217.773,313.304
"Jun 25 1986",204.127,59.0992,18.1538,23.577,67.7618,67.7618,674.409,466.116,565.879,448.597,274.963,415.04,354.763,154.86,97.6358,217.781,313.293
"Jul 2 1986",204.132,59.1515,18.0925,23.5106,67.7754,67.7754,674.394,466.118,565.834,448.595,274.966,415.022,354.761,155.038,97.6665,217.78,313.283
"Jul 9 1986",204.122,59.1868,18.0461,23.4758,67.7816,67.7816,674.385,466.118,565.798,448.588,274.972,415.005,354.756,155.007,97.6865,217.766,313.274
"Jul 16 1986",204.101,59.21,18.0096,23.46,67.7818,67.7818,674.379,466.116,565.769,448.579,274.979,414.987,354.749,155.227,97.6978,217.741,313.265
"Jul 23 1986",204.09,59.2259,17.9857,23.4754,67.7804,67.7804,674.376,466.115,565.748,448.571,274.987,414.971,354.744,155.476,97.7024,217.758,313.257
"Jul 30 1986",204.067,59.2362,17.9607,23.4559,67.7746,67.7746,674.375,466.112,565.736,448.563,274.994,414.954,354.738,155.736,97.7018,217.735,313.249
"Aug 6 1986",204.034,59.2411,17.9366,23.4034,67.7619,67.7619,674.376,466.109,565.717,448.553,275.001,414.937,354.731,155.521,97.6973,217.693,313.242
"Aug 13 1986",204,59.2419,17.9155,23.3765,67.7452,67.7452,674.377,466.105,565.7,448.542,275.008,414.921,354.725,155.575,97.6897,217.658,313.235
"Aug 20 1986",203.997,59.2427,17.9101,23.442,67.739,67.739,674.38,466.103,565.69,448.536,275.015,414.905,354.722,155.918,97.6811,217.682,313.231
"Aug 27 1986",203.996,59.2451,17.9096,23.4641,67.7362,67.7362,674.385,466.099,565.686,448.53,275.021,414.89,354.72,156.061,97.6723,217.708,313.226
"Sep 3 1986",203.967,59.245,17.8895,23.3625,67.7196,67.7196,674.389,466.095,565.679,448.522,275.025,414.874,354.716,156.206,97.6625,217.663,313.221
"Sep 10 1986",203.938,59.2411,17.8706,23.3312,67.6997,67.6997,674.393,466.09,565.668,448.514,275.029,414.858,354.711,155.773,97.6519,217.624,313.216
"Sep 17 1986",203.911,59.2351,17.8558,23.3217,67.68,67.68,674.398,466.085,565.657,448.505,275.031,414.842,354.707,155.433,97.6407,217.597,313.211
"Sep 24 1986",203.887,59.2278,17.8428,23.3221,67.6602,67.6602,674.403,466.08,565.65,448.498,275.033,414.826,354.704,155.301,97.6294,217.578,313.207
"Oct 1 1986",203.859,59.2187,17.8194,23.25,67.637,67.637,674.408,466.075,565.639,448.49,275.033,414.811,354.7,155.078,97.618,217.546,313.203
"Oct 8 1986",203.841,59.2082,17.811,23.3029,67.6171,67.6171,674.413,466.069,565.627,448.482,275.033,414.795,354.696,154.926,97.6068,217.54,313.199
"Oct 15 1986",203.834,59.1968,17.8114,23.3644,67.6042,67.6042,674.423,466.064,565.666,448.477,275.033,414.779,354.694,154.832,97.5958,217.563,313.195
"Oct 22 1986",203.827,59.1852,17.8112,23.3963,67.5931,67.5931,674.431,466.059,565.679,448.474,275.034,414.763,354.693,154.746,97.5852,217.576,313.191
"Oct 29 1986",203.831,59.1734,17.8114,23.4269,67.5856,67.5856,674.454,466.054,565.856,448.481,275.035,414.748,354.7,154.705,97.5751,217.613,313.187
"Nov 5 1986",203.8,59.1614,17.7834,23.2288,67.5638,67.5638,674.454,466.05,565.736,448.475,275.036,414.732,354.699,154.553,97.5654,217.542,313.183
"Nov 12 1986",203.81,59.1492,17.7915,23.4136,67.5548,67.5548,674.482,466.045,565.96,448.485,275.038,414.716,354.708,154.538,97.5562,217.599,313.179
"Nov 19 1986",203.78,59.1368,17.7639,23.2106,67.5332,67.5332,674.479,466.041,565.798,448.478,275.04,414.7,354.706,154.4,97.5475,217.533,313.176
"Nov 26 1986",203.755,59.1239,17.7395,23.1583,67.5087,67.5087,674.479,466.037,565.724,448.468,275.041,414.684,354.701,154.276,97.5392,217.486,313.172
"Dec 3 1986",203.735,59.1107,17.7275,23.1929,67.4858,67.4858,674.48,466.033,565.676,448.459,275.04,414.669,354.696,154.173,97.5314,217.462,313.168
"Dec 10 1986",203.714,59.0971,17.7077,23.1393,67.4621,67.4621,674.481,466.029,565.644,448.45,275.038,414.653,354.691,154.064,97.524,217.433,313.159
"Dec 17 1986",203.695,59.0833,17.6953,23.1511,67.4389,67.4389,674.481,466.025,565.619,448.442,275.033,414.637,354.685,153.962,97.5171,217.41,313.15
"Dec 24 1986",203.678,59.0693,17.6834,23.1429,67.4164,67.4164,674.48,466.021,565.598,448.435,275.027,414.62,354.681,153.864,97.5105,217.391,313.144
"Jan 1 1987",203.657,59.0531,17.6666,23.1183,67.3895,67.3895,674.476,466.016,565.572,448.428,275.018,414.602,354.675,153.748,97.5035,217.365,313.138
"Jan 8 1987",203.646,59.039,17.6675,23.1682,67.3689,67.3689,674.472,466.011,565.561,448.422,275.009,414.586,354.671,153.669,97.4978,217.359,313.133
"Jan 15 1987",203.632,59.025,17.6583,23.1402,67.348,67.348,674.467,466.007,565.544,448.417,274.999,414.569,354.667,153.581,97.4924,217.343,313.122
"Jan 22 1987",203.62,59.0111,17.6504,23.1295,67.3276,67.3276,674.461,466.002,565.529,448.412,274.988,414.553,354.664,153.498,97.4873,217.329,313.11
"Jan 29 1987",203.609,58.9975,17.645,23.1354,67.3078,67.3078,674.455,465.998,565.516,448.407,274.976,414.536,354.66,153.418,97.4825,217.317,313.101
"Feb 5 1987",203.598,58.984,17.6389,23.1281,67.2884,67.2884,674.447,465.993,565.502,448.403,274.963,414.519,354.657,153.34,97.478,217.305,313.089
"Feb 12 1987",203.588,58.9707,17.6353,23.1366,67.2695,67.2695,674.439,465.989,565.489,448.398,274.95,414.502,354.653,153.265,97.4737,217.294,313.079
"Feb 19 1987",203.579,58.9576,17.6299,23.125,67.2508,67.2508,674.429,465.984,565.477,448.394,274.937,414.485,354.65,153.19,97.4697,217.283,313.069
"Feb 26 1987",203.57,58.9447,17.6311,23.1581,67.2325,67.2325,674.419,465.98,565.464,448.39,274.923,414.468,354.647,153.117,97.4658,217.273,313.057
"Mar 5 1987",203.561,58.932,17.6259,23.1302,67.2145,67.2145,674.407,465.976,565.452,448.386,274.909,414.451,354.643,153.045,97.4622,217.263,313.044
"Mar 12 1987",203.554,58.9196,17.6278,23.1635,67.1975,67.1975,674.395,465.972,565.44,448.383,274.895,414.434,354.64,152.98,97.4588,217.257,313.034
"Mar 19 1987",203.546,58.9073,17.6217,23.1266,67.1802,67.1802,674.382,465.968,565.428,448.379,274.88,414.417,354.637,152.91,97.4555,217.246,313.021
"Mar 26 1987",203.541,58.8954,17.6258,23.1735,67.1646,67.1646,674.369,465.964,565.417,448.376,274.866,414.399,354.634,152.85,97.4524,217.244,313.01
"Apr 2 1987",203.533,58.884,17.6219,23.1423,67.1481,67.1481,674.356,465.96,565.406,448.372,274.852,414.382,354.631,152.782,97.4495,217.233,313.001
"Apr 9 1987",203.529,58.8727,17.6247,23.1744,67.1328,67.1328,674.342,465.956,565.394,448.369,274.838,414.364,354.628,152.723,97.4467,217.23,312.992
"Apr 16 1987",203.521,58.8616,17.6187,23.1334,67.1166,67.1166,674.329,465.952,565.383,448.366,274.824,414.346,354.625,152.656,97.444,217.219,312.98
"Apr 23 1987",203.516,58.8506,17.6206,23.1669,67.1015,67.1015,674.315,465.949,565.371,448.362,274.811,414.328,354.621,152.598,97.4415,217.216,312.969
"Apr 30 1987",203.509,58.8398,17.6152,23.1335,67.0855,67.0855,674.301,465.945,565.36,448.359,274.797,414.31,354.618,152.532,97.439,217.205,312.96
"May 7 1987",203.508,58.831,17.6354,23.2058,67.0819,67.0819,674.294,465.944,565.351,448.358,274.787,414.294,354.616,152.488,97.4381,217.212,312.953
"May 14 1987",203.509,58.8245,17.6483,23.219,67.0779,67.0779,674.281,465.942,565.344,448.356,274.775,414.276,354.614,152.443,97.4382,217.218,312.945
"May 21 1987",203.547,58.8283,17.7436,23.356,67.1318,67.1318,674.279,465.956,565.348,448.369,274.779,414.268,354.619,152.457,97.4471,217.261,312.948
"May 28 1987",203.562,58.835,17.7359,23.3552,67.1289,67.1289,674.263,465.954,565.361,448.369,274.768,414.25,354.618,152.445,97.4539,217.289,312.94
"Jun 4 1987",203.594,58.8432,17.7578,23.4394,67.1448,67.1448,674.252,465.952,565.36,448.37,274.76,414.232,354.617,153.178,97.4602,217.367,312.932
"Jun 11 1987",203.597,58.8508,17.7503,23.3195,67.1434,67.1434,674.241,465.948,565.359,448.369,274.752,414.213,354.615,152.876,97.4648,217.349,312.924
"Jun 18 1987",203.598,58.8545,17.746,23.3019,67.1386,67.1386,674.231,465.945,565.353,448.368,274.745,414.195,354.612,152.744,97.4677,217.335,312.916
"Jun 25 1987",203.592,58.8551,17.7358,23.261,67.1301,67.1301,674.222,465.942,565.345,448.366,274.739,414.176,354.609,152.652,97.469,217.319,312.909
"Jul 2 1987",203.592,58.8538,17.7378,23.3114,67.1234,67.1234,674.215,465.939,565.341,448.364,274.733,414.158,354.606,152.896,97.4691,217.322,312.901
"Jul 9 1987",203.582,58.851,17.7238,23.2353,67.1116,67.1116,674.208,465.936,565.33,448.361,274.728,414.139,354.603,153.027,97.4682,217.302,312.894
"Jul 16 1987",204.135,58.9439,18.5274,24.1945,67.6503,67.6503,674.401,466.177,566.024,448.59,274.929,414.249,354.744,154.169,97.5477,217.692,313.04
"Jul 23 1987",204.272,59.0635,18.4255,23.9376,67.7188,67.7188,674.393,466.212,566.175,448.638,274.953,414.243,354.777,154.652,97.6192,217.859,313.047
"Jul 30 1987",204.573,59.2093,18.7834,24.1787,68.0602,68.0602,674.473,466.34,566.551,448.766,275.063,414.288,354.862,155.331,97.7199,218.111,313.115
"Aug 6 1987",204.592,59.3338,18.5658,23.8005,68.0809,68.0809,674.457,466.351,566.376,448.772,275.081,414.271,354.872,155.644,97.7952,218.108,313.107
"Aug 13 1987",204.849,59.4713,18.8871,24.2138,68.384,68.384,674.577,466.461,566.805,448.876,275.192,414.308,354.941,156.253,97.8895,218.34,313.166
"Aug 20 1987",205.015,59.6155,18.9297,24.1636,68.5621,68.5621,674.647,466.539,567.107,448.949,275.28,414.328,354.99,156.683,97.9809,218.463,313.202
"Aug 27 1987",204.958,59.7268,18.6798,23.7086,68.5589,68.5589,674.646,466.547,566.873,448.936,275.315,414.312,354.986,156.544,98.0437,218.349,313.196
"Sep 3 1987",204.885,59.8017,18.5319,23.6781,68.5521,68.5521,674.675,466.551,566.896,448.925,275.35,414.297,354.984,156.812,98.0823,218.299,313.191
"Sep 10 1987",204.811,59.8511,18.4329,23.6676,68.5382,68.5382,674.727,466.551,567.088,448.921,275.387,414.282,354.986,156.878,98.1018,218.266,313.188
"Sep 17 1987",204.728,59.8809,18.3488,23.5927,68.5148,68.5148,674.755,466.549,566.944,448.899,275.423,414.269,354.979,156.657,98.1063,218.212,313.185
"Sep 24 1987",204.651,59.8954,18.276,23.5516,68.4849,68.4849,674.797,466.546,566.983,448.881,275.458,414.257,354.975,156.443,98.0994,218.177,313.183
"Oct 1 1987",204.583,59.8991,18.2189,23.5587,68.4538,68.4538,674.861,466.541,567.237,448.876,275.492,414.245,354.979,156.216,98.0842,218.158,313.182
"Oct 8 1987",204.525,59.8952,18.1756,23.5817,68.4237,68.4237,674.928,466.535,567.434,448.877,275.525,414.233,354.988,156.093,98.0631,218.152,313.182
"Oct 15 1987",204.465,59.889,18.1347,23.5056,68.3944,68.3944,674.946,466.529,567.082,448.85,275.555,414.223,354.982,155.977,98.0393,218.111,313.184
"Oct 22 1987",204.417,59.8802,18.0974,23.5084,68.3608,68.3608,674.989,466.522,567.128,448.832,275.584,414.213,354.981,155.899,98.0131,218.096,313.185
"Oct 29 1987",204.372,59.8669,18.0657,23.5011,68.3282,68.3282,675.04,466.515,567.247,448.824,275.61,414.203,354.985,155.838,97.9857,218.082,313.188
"Nov 5 1987",204.334,59.8507,18.0431,23.5167,68.2978,68.2978,675.099,466.507,567.435,448.825,275.634,414.194,354.995,155.795,97.9577,218.077,313.191
"Nov 12 1987",204.299,59.8325,18.022,23.5103,68.2687,68.2687,675.155,466.5,567.567,448.827,275.658,414.185,355.006,155.758,97.9298,218.07,313.194
"Nov 19 1987",204.269,59.8128,18.0047,23.5158,68.2412,68.2412,675.208,466.493,567.662,448.83,275.679,414.176,355.019,155.73,97.9024,218.065,313.198
"Nov 26 1987",204.243,59.7922,17.9892,23.514,68.2152,68.2152,675.258,466.487,567.72,448.832,275.7,414.167,355.032,155.707,97.8757,218.062,313.202
"Dec 3 1987",204.222,59.7713,17.9791,23.5347,68.1917,68.1917,675.306,466.481,567.76,448.835,275.72,414.159,355.045,155.695,97.8502,218.066,313.206
"Dec 10 1987",204.194,59.7502,17.958,23.4637,68.165,68.165,675.324,466.475,567.583,448.822,275.738,414.151,355.048,155.654,97.8258,218.038,313.211
"Dec 17 1987",204.146,59.7288,17.9261,23.3242,68.1295,68.1295,675.315,466.468,567.236,448.788,275.753,414.143,355.036,155.542,97.8026,217.942,313.216
"Dec 24 1987",204.107,59.7071,17.9028,23.3123,68.0946,68.0946,675.311,466.461,567.039,448.754,275.764,414.134,355.021,155.453,97.7806,217.892,313.221
"Jan 1 1988",204.062,59.682,17.8694,23.2512,68.0528,68.0528,675.307,466.452,566.889,448.72,275.772,414.125,355.004,155.337,97.7571,217.834,313.227
"Jan 8 1988",204.034,59.6598,17.8628,23.314,68.0213,68.0213,675.308,466.444,566.808,448.696,275.776,414.117,354.992,155.267,97.7378,217.818,313.233
"Jan 15 1988",204.002,59.6376,17.8405,23.2486,67.9885,67.9885,675.31,466.435,566.741,448.675,275.776,414.109,354.982,155.177,97.7197,217.777,313.238
"Jan 22 1988",203.976,59.6155,17.8254,23.2514,67.9581,67.9581,675.312,466.425,566.688,448.658,275.774,414.101,354.973,155.102,97.7026,217.756,313.242
"Jan 29 1988",203.954,59.5934,17.8141,23.2589,67.9299,67.9299,675.315,466.415,566.646,448.642,275.771,414.092,354.967,155.032,97.6866,217.737,313.247
"Feb 5 1988",203.932,59.5715,17.7996,23.2305,67.9015,67.9015,675.318,466.405,566.61,448.629,275.765,414.084,354.962,154.955,97.6716,217.713,313.251
"Feb 12 1988",203.914,59.5498,17.7923,23.2554,67.8756,67.8756,675.32,466.395,566.579,448.617,275.759,414.075,354.958,154.892,97.6576,217.7,313.255
"Feb 19 1988",203.896,59.5283,17.7806,23.2279,67.8499,67.8499,675.321,466.385,566.552,448.607,275.751,414.066,354.955,154.822,97.6444,217.679,313.258
"Feb 26 1988",203.88,59.507,17.7759,23.2544,67.825,67.825,675.322,466.375,566.526,448.597,275.742,414.058,354.953,154.754,97.632,217.66,313.261
"Mar 5 1988",203.859,59.483,17.7576,23.1956,67.7953,67.7953,675.318,466.363,566.492,448.587,275.73,414.047,354.951,154.666,97.6189,217.633,313.263
"Mar 12 1988",203.851,59.4622,17.7639,23.278,67.7749,67.7749,675.316,466.354,566.475,448.58,275.719,414.038,354.95,154.621,97.6081,217.634,313.265
"Mar 19 1988",203.838,59.4418,17.7561,23.2417,67.7532,67.7532,675.313,466.344,566.452,448.574,275.708,414.028,354.95,154.56,97.5979,217.618,313.266
"Mar 26 1988",203.829,59.4217,17.7522,23.2492,67.7324,67.7324,675.309,466.335,566.43,448.567,275.696,414.019,354.95,154.507,97.5884,217.608,313.267
"Apr 2 1988",203.817,59.402,17.745,23.2287,67.7108,67.7108,675.306,466.327,566.411,448.562,275.684,414.009,354.95,154.446,97.5795,217.591,313.267
"Apr 9 1988",203.808,59.3825,17.743,23.2505,67.6906,67.6906,675.301,466.318,566.392,448.557,275.672,413.999,354.95,154.395,97.5711,217.583,313.267
"Apr 16 1988",203.796,59.3634,17.7346,23.2167,67.6691,67.6691,675.296,466.31,566.373,448.552,275.66,413.989,354.95,154.331,97.5632,217.563,313.267
"Apr 23 1988",203.79,59.3447,17.7335,23.247,67.6496,67.6496,675.291,466.302,566.355,448.547,275.648,413.979,354.95,154.283,97.5558,217.558,313.267
"Apr 30 1988",203.782,59.3263,17.7297,23.2387,67.6304,67.6304,675.285,466.294,566.338,448.543,275.635,413.969,354.95,154.23,97.5488,217.548,313.266
