,y_E2_vm_2,y_E2_vm_3,y_E2_vm_4,y_E2_vm_5,y_E2_vm_6,y_E2_vm_7,y_E2_vm_8,y_E2_vm_9,y_E2_vm_10,y_E2_vm_11,y_E2_vm_12,y_E2_vm_13,y_E2_vm_14,y_E2_vm_15,y_E2_vm_16,y_E2_vm_17,y_E2_vm_18,y_E2_vm_19,y_E2_vm_20,y_E2_vm_21
10,5.9812831561643005,5.9708869761389005,6.020690404560796,5.967207816132948,5.949263613440882,5.961095323507385,5.982441855725582,5.967157132074844,5.981632726742777,5.955882360085535,5.954720547291077,5.985010836330244,5.972722102308324,5.996057559977745,5.967628967676866,5.958797540936222,5.96336478254587,5.95946272260412,6.004254388344326,5.961981357939701
11,5.973285700763586,5.96039557861238,5.957620230420859,5.975767854375933,5.952424988284925,5.96241087240252,5.974337259706642,5.952436600579519,5.96254616247045,5.95668709424088,5.949305057564898,5.952345407050815,5.963793387993849,5.975463657519328,5.945745384400701,5.947241949876169,5.975757237876337,5.961220383684857,5.953673388027104,5.9561973178819745
12,5.979321850336726,5.954295199121101,5.949200245282107,5.968577090768288,5.950666003130624,5.960552919366112,5.955207893748908,5.950964130910178,5.9529699244178484,5.946580750431896,5.949279330487301,5.957053275741559,5.9530151420688036,5.971047734937272,5.9475287202006,5.956919140541101,5.976005812271123,5.952850887351236,5.94805716644233,5.95663954433086
13,5.962872571542643,5.956009030923802,5.944658806227814,5.945311753415981,5.948322877448121,5.955755299890276,5.940900101496635,5.949894192825767,5.950218592084547,5.941887676929794,5.948163836557338,5.956874999197092,5.9541441613319686,5.963562964298394,5.948108141658925,5.954690257833449,5.952382042116251,5.945208592866529,5.948978197907822,5.954846122368923
14,5.944003790664708,5.955212511501647,5.942164301288857,5.93163329539795,5.943908704143561,5.935041997807661,5.936934394513348,5.942928929505466,5.948779043780714,5.940840300216977,5.946682328590974,5.952978258474237,5.950239235675975,5.9475925160081875,5.943885972293746,5.950777099291735,5.9380682918647825,5.947269140408676,5.947701127699696,5.948892123973926
15,5.931409821094148,5.943968977853027,5.929933762141823,5.926402006318464,5.93857013015814,5.922559189898503,5.9307903627695655,5.930229641666055,5.942365337627152,5.938807643568704,5.94005171932745,5.9479017830828615,5.940763861181566,5.9383358915141065,5.929107420630522,5.941156363963307,5.934730903514778,5.9376675964086365,5.941834963566044,5.932176170396046
16,5.922145188893579,5.930007971149996,5.917997052544487,5.923358216101933,5.931998299779787,5.919464513106497,5.920120973352811,5.922000896163196,5.923868722408808,5.930361174280896,5.930368344664542,5.938242980352202,5.925314753939828,5.927874847968775,5.9203846205596315,5.9331419762957065,5.9312224628043255,5.9275344897638975,5.93105841619696,5.925552228608515
17,5.919104041011677,5.91982786737661,5.916917755369088,5.921701060812401,5.918476476277084,5.923422942628666,5.915761163271645,5.922105043775512,5.915446349114636,5.919064986371862,5.9163331444217615,5.918076241853412,5.9180276946949295,5.920521652792578,5.923006128559247,5.927750779318931,5.92631313320484,5.9229771693776385,5.920412806546378,5.928939705386228
18,5.918109413387382,5.915038329438449,5.918994023390388,5.920668113871623,5.915775972780679,5.92404406994824,5.914149826542033,5.922833551973279,5.915484752031929,5.919051517569853,5.91504186878573,5.914354823221449,5.918211858775098,5.917224604232397,5.921254631400904,5.919923786389603,5.918380148889468,5.920449264517887,5.922017828201539,5.9274454091075715
19,5.917085704288067,5.914946454247792,5.919220083312803,5.917331454521013,5.918766461830631,5.920991548944226,5.914942265294658,5.9200913887917865,5.9159801984058005,5.918219242429194,5.915834320840159,5.913190930469198,5.9183837343356425,5.917666919804258,5.919582154055208,5.917419789304457,5.914055518213143,5.91620050314814,5.921387590315643,5.923123622507948
20,5.9134705246300925,5.914242173490597,5.914811549447796,5.913149606040614,5.919208446850158,5.916701803311882,5.913833634148011,5.915146656626544,5.915813220658456,5.915547495834472,5.9159432276314154,5.910206073363798,5.9140696299426505,5.916753615878798,5.912956310473349,5.915465751114763,5.911250702549251,5.911413202416568,5.916367446507143,5.917969415002362
21,5.910523304110644,5.914119608188889,5.908894696857777,5.910330666066949,5.916006312504371,5.90614353171788,5.911410105565902,5.910733424315588,5.915275628706542,5.913342747069432,5.910287850471911,5.9101489881037566,5.909738742544116,5.915670764524362,5.908416876855126,5.9136547406777416,5.908583796443721,5.908021964630137,5.91080743902523,5.911081925868963
22,5.908819889131799,5.911015581218239,5.905476280841131,5.907289575807699,5.909769463009232,5.899709152804042,5.9079279170284025,5.908013230264184,5.914073094373089,5.912119563297131,5.904529155501758,5.905043078002222,5.907080188336927,5.909849312877674,5.904980436710756,5.9115593432135,5.907624927870318,5.905966571860371,5.907427253005472,5.907731562174771
23,5.907190022251223,5.907103530963067,5.902639804411165,5.906364451208991,5.9018703663654515,5.898422074518836,5.9063245835886855,5.904200666928397,5.908272950754365,5.910720127786359,5.9008890307121,5.902019236538725,5.906959951232603,5.905627769312232,5.903697150717103,5.906317102931633,5.906960735502459,5.9044366205905074,5.90440801474308,5.9030650550097485
24,5.904872640043078,5.904495968935412,5.9014039153065285,5.90334868732459,5.898416510881994,5.8989022717253805,5.902686633675354,5.90133629128146,5.903662093681847,5.907836931212682,5.900096590911591,,5.907033540844469,5.9013758179936815,5.9028160261381375,5.902409975878524,5.905842931190586,5.903189657766061,5.9030657749277715,5.90337699416165
25,5.901523670008337,5.89946583890507,5.899761220497244,5.90093684986957,5.900508287380639,,5.897405481476897,5.89846876899954,,5.902872430995158,,,5.904162409124239,5.897329267196209,5.9017205384636435,5.900939861945241,5.903348837887386,,5.901646870767288,5.902232400300124
