,pob_x,pob_y,pob_x_best,pob_y_best
0,[ 1.2316 13.9457 29.5156 ...  0.0359  0.0498  0.0312],990.249488822669,[ 1.2316 13.9457 29.5156 ...  0.0359  0.0498  0.0312],990.249488822669
1,[ 9.459  11.5674 25.1532 ...  0.035   0.0436  0.041 ],898.969922174004,[ 9.459  11.5674 25.1532 ...  0.035   0.0436  0.041 ],898.969922174004
2,[17.512   9.2395 20.8833 ...  0.0341  0.0375  0.05  ],751.4339848282647,[17.512   9.2395 20.8833 ...  0.0341  0.0375  0.05  ],751.4339848282647
3,[25.317099  7.189    17.023901 ...  0.0324    0.0333    0.05    ],712.4097880002658,[25.317099  7.189    17.023901 ...  0.0324    0.0333    0.05    ],712.4097880002658
4,"[3.0000000e+01 7.0514002e+00 1.4316401e+01 ... 2.9700002e-02 3.2500003e-02
 5.0000001e-02]",706.6504040535075,"[3.0000000e+01 7.0514002e+00 1.4316401e+01 ... 2.9700002e-02 3.2500003e-02
 5.0000001e-02]",706.6504040535075
5,"[2.8643700e+01 1.0428101e+01 1.4375800e+01 ... 2.5700001e-02 3.8000003e-02
 5.0000001e-02]",2013426.776644051,"[3.0000000e+01 7.0514002e+00 1.4316401e+01 ... 2.9700002e-02 3.2500003e-02
 5.0000001e-02]",706.6504040535075
6,"[2.0474100e+01 1.8792301e+01 1.7163200e+01 ... 1.8400000e-02 4.5400001e-02
 5.0000001e-02]",633.5448952334217,"[2.0474100e+01 1.8792301e+01 1.7163200e+01 ... 1.8400000e-02 4.5400001e-02
 5.0000001e-02]",633.5448952334217
7,"[7.8473001e+00 3.0000000e+01 2.0817101e+01 ... 5.8000004e-03 5.0000001e-02
 5.0000001e-02]",556.3518061371773,"[7.8473001e+00 3.0000000e+01 2.0817101e+01 ... 5.8000004e-03 5.0000001e-02
 5.0000001e-02]",556.3518061371773
8,"[1.00000e-03 3.00000e+01 2.27381e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",521.5199583636753,"[1.00000e-03 3.00000e+01 2.27381e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",521.5199583636753
9,"[1.00000e-03 3.00000e+01 2.11997e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",529.8535921956167,"[1.00000e-03 3.00000e+01 2.27381e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",521.5199583636753
10,"[1.00000e-03 3.00000e+01 1.86257e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",535.3546764299493,"[1.00000e-03 3.00000e+01 2.27381e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",521.5199583636753
