,pob_x,pob_y,pob_x_best,pob_y_best
0,[15.4895  9.8241 21.9556 ...  0.0344  0.039   0.0481],812.3577812392986,[15.4895  9.8241 21.9556 ...  0.0344  0.039   0.0481],812.3577812392986
1,[15.4895  9.8241 21.9556 ...  0.0344  0.039   0.0481],778.5572387154581,[15.4895  9.8241 21.9556 ...  0.0344  0.039   0.0481],778.5572387154581
2,[15.4895  9.8241 21.9556 ...  0.0344  0.039   0.0481],16810548.753385637,[15.4895  9.8241 21.9556 ...  0.0344  0.039   0.0481],778.5572387154581
3,[19.5317  9.5475 21.0219 ...  0.0304  0.0437  0.0495],2825215.011259352,[15.4895  9.8241 21.9556 ...  0.0344  0.039   0.0481],778.5572387154581
4,[18.8034 14.8097 20.3594 ...  0.023   0.05    0.05  ],655.0651639049295,[18.8034 14.8097 20.3594 ...  0.023   0.05    0.05  ],655.0651639049295
5,"[1.40343e+01 2.43872e+01 1.99865e+01 ... 1.34000e-02 5.00000e-02
 5.00000e-02]",578.2794493180578,"[1.40343e+01 2.43872e+01 1.99865e+01 ... 1.34000e-02 5.00000e-02
 5.00000e-02]",578.2794493180578
6,[8.5709e+00 3.0000e+01 1.9781e+01 ... 5.0000e-03 5.0000e-02 5.0000e-02],553.8909510300624,[8.5709e+00 3.0000e+01 1.9781e+01 ... 5.0000e-03 5.0000e-02 5.0000e-02],553.8909510300624
7,"[3.73500e+00 3.00000e+01 1.95991e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",534.9224119841797,"[3.73500e+00 3.00000e+01 1.95991e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",534.9224119841797
8,"[1.00000e-03 3.00000e+01 1.93873e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",532.8558401632503,"[1.00000e-03 3.00000e+01 1.93873e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",532.8558401632503
9,"[1.00000e-03 3.00000e+01 1.89988e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",534.136076240348,"[1.00000e-03 3.00000e+01 1.93873e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",532.8558401632503
10,[1.0000e-03 3.0000e+01 1.6548e+01 ... 5.0000e-03 5.0000e-02 5.0000e-02],536.1117832693341,"[1.00000e-03 3.00000e+01 1.93873e+01 ... 5.00000e-03 5.00000e-02
 5.00000e-02]",532.8558401632503
