,y_L_E1_vm_2,y_L_E1_vm_3,y_L_E1_vm_4,y_L_E1_vm_5,y_L_E1_vm_6,y_L_E1_vm_8,y_L_E1_vm_9,y_L_E1_vm_10,y_L_E1_vm_11,y_L_E1_vm_12,y_L_E1_vm_13,y_L_E1_vm_14,y_L_E1_vm_15,y_L_E1_vm_16
21,6.016401514558208,5.996728532652573,6.005571999628774,6.005273603898301,6.009728621159635,5.9979748298063145,6.005449363080401,6.019478811594217,6.011174168283042,6.0067265896060915,6.0030089397961035,6.01440950373991,6.014412477363282,6.016430900798576
22,6.001791219987608,5.9963111218562135,6.00110248137812,6.002134560906351,6.004877602490065,5.9963767247723485,5.999619280409975,6.010004836897372,6.003978785298486,5.997613907134865,5.997249708917734,6.006951639743076,6.009326710179723,6.009679617058874
23,5.992735012336042,5.994550043292192,5.995417773371077,5.9978371213275254,6.001939524183221,5.9941583518115555,6.000366433969949,5.997064863123241,5.998348019119001,5.995585775270093,5.995741066183283,6.001810849496138,6.007004868547467,5.999364708752666
24,5.990531161143246,5.991873840348113,5.992341603055879,5.994729924332822,5.997323076802791,5.9918040710593266,5.997721808499388,5.9916569789806395,5.9939564392618845,5.992570597404844,5.994695618462873,5.998035773107109,6.00089567641987,5.993767965367806
25,5.988942097580807,5.987878416129801,5.990667103025147,5.992074920504891,5.9958333125655345,5.990129027096032,5.991736056984209,5.987657054722266,5.993518742239935,5.991890928748134,5.9918475818450005,5.99584486061854,5.995685582866379,5.990143868706606
26,5.98758957372973,5.983720274858487,5.989674390335114,5.988610110984484,5.99207290843118,5.9885858913605645,5.989089348682301,5.985936372614468,5.992744594045097,5.99052926004756,5.98867427330938,5.994208244103958,5.991936617079352,5.987799580696951
27,5.985613238886796,5.983137020049199,5.9885549725338345,5.98600096710919,5.987682350554347,5.986666055989927,5.985797216036604,5.985167906500155,5.992536799754693,5.987460880175062,5.9848586929459096,5.990629442314476,5.988315950557843,5.9868247231889224
28,5.983808379487282,5.982352433817122,5.985482952074008,5.982937816672005,5.983039274709654,5.984337701699693,5.984388456340942,5.982292596379493,5.990455929133718,5.98466343524851,5.98240760380485,5.987083706790139,5.983927745862717,5.986267186261773
29,5.982973615043731,5.981764257096148,5.982137774377284,5.981213864754719,5.982294399626279,5.983221473140839,5.981741152616538,5.981894377015427,5.988793797726425,5.983382109480243,5.981543916559722,5.983931775706198,5.98239297652727,5.982888361700744
30,5.983000074870106,5.98038892769847,5.981735116688325,5.98097236718608,5.9808965358738,5.982112294259602,5.981378765204824,5.982227050187139,5.982933278579631,5.981759079103456,5.980452217887491,5.982627136498173,5.981654788921298,5.982785438236951
31,5.9824203382082395,5.979958397259962,5.981161995749378,5.980649629638335,5.980223349151861,5.9810513090982385,5.980883846758942,5.980161634694402,5.982630743101841,5.98142031769149,5.979529728284977,5.983196416975203,5.980890202556231,5.983014225763449
32,5.982450748983712,5.980347853922439,5.979827402107958,5.979180171996121,5.980884661692265,5.980867719159296,5.98058569655631,5.979697221308222,5.982380994289019,5.979966654519427,5.979670863311001,5.982226654071778,5.980717382091771,5.98317199110892
33,5.980406442898461,5.979732046653844,5.979400959638783,5.978981339184568,5.980917055471967,5.979233804558551,5.981153465116172,5.979804000984116,5.980760584377751,5.9791994527350845,5.979036832485031,5.982274509604275,5.98079199095865,5.981897916440291
34,5.9798807145028166,5.979831788141817,5.978648024873976,5.979242388759749,5.97954104731852,5.979156149023905,5.980208707810783,5.979379661811389,5.979503041829157,5.980082251612357,5.979731065228755,5.981637001916731,5.979846846915483,5.980158160173456
35,5.9807402436320745,5.9789590563886765,5.9786981567335955,5.979240914124692,5.98015531404115,5.979829543916053,5.980532772816169,5.979801302944026,5.981978041778032,5.9805809542052115,5.978984564108344,5.979099132001837,5.9797892914075,5.979204736553721
36,5.980054277811482,5.979609870197788,5.978740412565912,5.979014255588925,5.979845497862669,5.979083223571542,5.979361702019382,5.979279929879274,5.983221863960293,5.979398123114953,5.97958609372786,5.98008406653649,5.979075128893995,5.97987991503048
37,5.978584910825177,5.979098289905205,5.978795965318819,5.97847554237036,5.978429400937044,5.978869417076139,5.979320382614222,5.979043348068054,5.983105740093872,5.978166627625295,5.978552806729621,5.9795142894821165,5.979631466003516,5.97905823000284
38,5.978233006364318,5.9780508100517284,5.979354162208403,5.978517138147088,5.978758866961911,5.978054089717777,5.978289851796953,5.978654410829181,5.981176293011368,5.978584192995284,5.978686994784221,5.979025192862293,5.979656988250043,5.978690009539898
39,5.977251531820554,5.978205656690265,5.978167166529913,5.977951042670934,5.978260951498726,5.978638115922406,5.978809035395329,5.978300674682043,5.9783445729879565,5.978377646219722,5.977749459503714,5.97823278456249,5.978554329744877,5.978530806203444
40,5.9767733957552425,5.976983683563599,5.976841767187739,5.9773330963953715,5.977579618964907,5.977019145713771,5.977797474653752,5.978213246362102,5.977257315223858,5.977984194190537,5.977101526923808,5.978458344745865,5.978496807385214,5.977571452459838
41,5.97670625705169,5.976922827940133,5.977158217606806,5.976660110821449,5.977338671685684,5.976774452614886,5.977981194311065,5.976684788671624,5.976922993257889,5.977136956709592,5.977609407720759,5.977932647324732,5.977437771226108,5.977318311226891
42,5.9769261406482705,5.976721357444044,5.976315367319866,5.976930839678567,5.977132351365316,5.976807383510152,5.977060066486869,5.976684130280481,5.9764498104764865,5.977281977476341,5.9767391283092115,5.978044839428042,5.976334826989811,5.9765353238657415
43,5.975905262458064,5.976450593292441,5.97646402433649,5.977012493656839,5.976790312497766,5.976009854268236,5.976479361410546,5.976676075235498,5.976581011302366,5.977023759347423,5.977459534051999,5.977338598186202,5.9773050800789145,5.977074593339859
44,5.976057588347084,5.976429586583772,5.976349738130671,5.976894004130355,5.976800719191239,5.977049731522434,5.977066533819483,5.977467816334222,5.976850753709102,5.9772176404345885,5.976796814800254,5.977442236577069,5.976590382314083,5.976650170286952
45,,5.976606665402473,5.976575289084473,5.976453601822854,5.976717710819702,5.976859848272586,5.976523191222734,5.976449451024337,5.977127075038608,5.976392776517484,5.977272691493148,5.977055714706591,5.977163798265197,5.977121107893038
46,,5.97607984477025,5.977248976067391,5.976721785663764,5.976705872329341,5.976591530999908,5.9769048762639665,5.976303526998947,5.977160067927233,5.97673395627725,5.976559376897124,5.977122683028433,5.977430621342515,5.976411131742361
47,,5.976627610263584,5.976989696595206,5.9766694254193204,5.976871653282059,5.977194352373648,5.976996519495848,5.976578411684565,5.97726837206662,5.976453531322087,5.976437535928046,5.976923572620549,,5.9768746315219365
48,,5.976762158375873,5.977178051842874,5.9762344933123215,5.976222893261655,5.976501049085647,5.976694142366028,5.976967728856553,5.97699346928688,5.977017121732576,5.976638670392338,5.976895123600807,,5.976596064951425
49,,5.97698928708496,5.976383658579314,5.976976754339327,5.977224383720088,5.976872420641588,5.977185776601948,5.976693862603951,5.975956384296423,5.976831508134702,5.976437323247541,5.976147817769376,,5.97636127774335
50,,5.9771471105903835,5.976628315039809,5.976673703174327,5.976068956894172,5.977302585641579,5.976119835935403,5.976818161237124,5.977073923404247,5.976407289244787,5.976637318902736,5.976901508586794,,5.976666269560014
51,,5.976386707391536,5.976802754907093,5.976697299603613,5.976423633153452,5.977016344746027,5.976225646342337,5.977147945437559,5.976364552818545,5.976536494018483,5.976411207110264,5.975851566592858,,5.976681688124774
52,,5.976243194826926,5.977117655501513,5.976019528274392,5.97628994477678,5.9771323310103,5.977217263931033,5.976736200267892,5.97654577188706,5.976858394707432,5.975666461850711,5.976612281821212,,5.976443358023604
53,,5.976737183948932,5.977227517409512,5.9764939137195245,5.9764244880164625,5.976787655092845,5.976130191127102,5.976646726363907,5.976748224237589,5.976686120863265,5.977076055734934,5.976654016693395,,5.976604435138141
54,,5.976142702355762,5.976255517220242,5.978047735684977,5.976944917584557,5.977210342962121,5.976776619207718,5.976719716805388,5.976669979493856,5.97670875803771,5.9767456287258485,5.9770630563195475,,5.977044294288448
55,,5.976713198202134,5.976996412983321,5.976519628143973,5.976563694856361,5.9761906724111435,5.976236073101722,5.976883497507444,5.976313041383012,5.976677460493944,5.976299266405641,5.976992674528744,,5.977013950605354
56,,5.977279633823832,5.976959149300045,5.976740939798431,5.976579017898665,5.976830387337225,5.976572530245084,5.976168710257156,5.977237575558645,5.97667846955813,5.976522133389627,5.976004533638862,,5.9766116549863515
57,,5.976917537203916,5.975912565255641,5.9767471325058485,5.977227531926253,5.976935265821715,5.977057140859707,5.976755020924684,5.976553325330025,5.976569053124841,5.976970026005248,5.977118738627795,,5.976736128410627
58,,5.976917751698906,5.977006084014601,5.977032428128097,5.976686843407317,5.976227414305003,5.976142716875841,5.976513793682813,5.9762694018588025,5.976547012461013,5.976375791053596,5.97690824535612,,5.976422734135244
59,,5.976541068269817,5.976638832524939,5.976740716129532,5.976561280330645,5.976967266345318,5.976581010264863,5.977276137664697,5.9771822723297365,5.977298801608074,5.97659179696557,5.976177984553209,,5.976391192887072
60,,,,,5.97679829701886,5.97726403664733,5.9770276537602784,5.977160385582721,5.976804855457494,5.976192465714187,5.977189084611126,5.977222790148608,,5.976898515216883
61,,,,,5.976969885342947,,,,5.977591456208341,5.977237463197743,,5.97691868692724,,
62,,,,,,,,,,,,5.976703039713482,,
63,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,
